article_name,article_name_encoded,article_id,Flesch-Kincaid,Gunning Fog,ARI,SMOG,Coleman-Liau,Readability Consensus
Theatre in the round,Theatre_in_the_round,4104,13.4,14.39,15.4,14.6,13.47,14.252
Theodore Roosevelt,Theodore_Roosevelt,4105,11.3,11.14,13.5,13.1,12.01,12.209999999999999
Therizinosaurus,Therizinosaurus,4106,10.7,12.33,14.6,12.3,12.47,12.48
Thermodynamic temperature,Thermodynamic_temperature,4107,12.8,11.19,14.2,15.0,12.42,13.122
Thermodynamics,Thermodynamics,4108,12.7,12.26,14.8,14.9,13.4,13.612
Theropoda,Theropoda,4109,12.2,13.53,17.6,14.2,15.9,14.686000000000002
Theta,Theta,4110,9.7,11.46,11.5,10.9,8.54,10.419999999999998
Thiamine,Thiamine,4111,10.4,12.36,13.7,13.3,14.84,12.919999999999998
Third Servile War,Third_Servile_War,4112,13.1,14.01,16.9,14.1,12.13,14.047999999999998
Thomas Aquinas,Thomas_Aquinas,4113,10.3,11.18,11.8,12.6,11.37,11.45
Thomas Becket,Thomas_Becket,4114,11.0,13.15,13.9,13.2,11.55,12.559999999999999
Thomas Cranmer,Thomas_Cranmer,4115,10.0,11.48,12.6,12.2,11.26,11.508
Thomas Edison,Thomas_Edison,4116,11.1,11.03,12.7,12.8,11.55,11.835999999999999
Thomas Gainsborough,Thomas_Gainsborough,4117,9.4,10.6,12.0,12.0,11.31,11.062000000000001
Thomas Hobbes,Thomas_Hobbes,4118,11.2,12.9,14.2,13.7,11.61,12.722
Thomas Jefferson,Thomas_Jefferson,4119,11.4,11.76,14.0,14.1,12.42,12.736
Thomas Malthus,Thomas_Malthus,4120,12.7,12.58,15.0,14.6,13.63,13.702000000000002
Thomas More,Thomas_More,4121,14.9,16.79,18.5,15.2,11.38,15.354
Thomas Pynchon,Thomas_Pynchon,4122,13.5,14.37,17.0,14.6,13.0,14.494
Thomas Samuel Kuhn,Thomas_Samuel_Kuhn,4123,13.9,14.42,15.6,15.3,12.65,14.374
Thor,Thor,4124,8.3,9.89,9.7,9.9,8.59,9.276
Thorax,Thorax,4125,12.0,13.4,14.7,12.1,10.91,12.622
Thorium,Thorium,4126,10.8,11.41,13.0,13.9,12.13,12.248000000000001
Thrasybulus,Thrasybulus,4127,13.2,13.2,15.6,15.0,12.13,13.825999999999999
Three Gorges Dam,Three_Gorges_Dam,4128,12.8,13.58,15.2,14.0,12.42,13.6
Three Laws of Robotics,Three_Laws_of_Robotics,4129,13.0,13.61,15.8,14.1,12.36,13.774000000000001
Three Mile Island accident,Three_Mile_Island_accident,4130,11.2,11.66,13.4,14.2,12.24,12.54
Thrush (bird),Thrush_%28bird%29,4131,11.9,12.71,13.5,13.9,13.0,13.001999999999999
Thucydides,Thucydides,4132,12.4,13.32,14.8,14.2,12.36,13.416
Thulium,Thulium,4133,8.2,10.04,10.4,11.3,10.79,10.145999999999999
Thunderstorm,Thunderstorm,4134,11.1,12.35,13.6,13.5,12.71,12.652
Tiananmen Square protests of 1989,Tiananmen_Square_protests_of_1989,4135,13.0,12.48,15.5,13.9,12.36,13.448000000000002
Tibet,Tibet,4136,12.6,12.6,15.4,13.8,12.48,13.376000000000001
Tide,Tide,4137,10.5,11.92,12.9,12.6,9.23,11.430000000000001
Tiger,Tiger,4138,9.5,10.42,11.4,11.3,10.44,10.612
Tiger Woods,Tiger_Woods,4139,10.1,11.34,12.9,12.0,9.87,11.241999999999999
Tiger shark,Tiger_shark,4140,8.6,10.4,10.2,11.0,8.7,9.780000000000001
Tigris,Tigris,4141,11.9,13.07,14.6,12.6,11.03,12.64
Tijuana,Tijuana,4142,11.6,12.19,14.0,14.3,12.18,12.854000000000003
Tiktaalik,Tiktaalik,4143,10.9,13.1,14.3,13.8,12.07,12.833999999999998
Tim Berners-Lee,Tim_Berners-Lee,4144,9.9,12.12,12.3,13.4,10.85,11.714
Tim Henman,Tim_Henman,4145,8.8,10.13,10.6,11.1,8.76,9.878
Timbuktu,Timbuktu,4146,10.3,11.66,12.7,12.3,10.85,11.562
Time,Time,4147,10.3,11.98,12.3,13.1,10.27,11.59
Time zone,Time_zone,4148,10.9,11.92,13.2,12.6,10.62,11.847999999999999
Timeline of discovery of solar system planets and their natural satellites,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,4149,9.9,10.8,12.5,12.9,12.06,11.632000000000001
Timken 1111,Timken_1111,4150,14.3,13.91,17.5,15.2,12.6,14.701999999999998
Timur,Timur,4151,10.8,11.92,13.5,11.9,11.2,11.863999999999999
Tin,Tin,4152,9.4,11.03,11.5,11.8,10.56,10.858
Tin(II) chloride,Tin%28II%29_chloride,4153,10.6,11.94,13.8,13.4,11.26,12.2
Tin whistle,Tin_whistle,4154,11.4,11.97,13.4,12.4,10.51,11.936
Tiridates I of Armenia,Tiridates_I_of_Armenia,4155,11.1,12.68,14.0,13.3,11.73,12.562000000000001
Titanium,Titanium,4156,12.3,11.9,13.8,13.9,12.71,12.922
Titanosauridae,Titanosauridae,4157,11.1,12.3,15.6,13.0,14.74,13.347999999999999
To Kill a Mockingbird,To_Kill_a_Mockingbird,4158,9.5,10.98,12.2,11.7,9.46,10.767999999999999
Tobacco,Tobacco,4159,10.3,11.11,13.3,13.1,11.55,11.872
Tobacco smoking,Tobacco_smoking,4160,11.7,11.97,14.7,14.2,13.0,13.114
Tofu,Tofu,4161,10.3,11.16,12.5,12.1,10.68,11.348
Togo,Togo,4162,10.9,12.07,13.3,13.4,12.53,12.44
Tokelau,Tokelau,4163,9.8,10.84,12.4,12.0,12.64,11.536
Tokyo,Tokyo,4164,10.7,10.73,13.1,13.1,12.42,12.010000000000002
Toluene,Toluene,4165,11.5,13.47,13.9,14.1,14.03,13.4
Tom and Jerry (MGM),Tom_and_Jerry_%28MGM%29,4166,11.8,12.28,14.8,12.7,11.2,12.556000000000001
Tone cluster,Tone_cluster,4167,13.2,14.2,16.5,13.9,12.77,14.113999999999999
Tonga,Tonga,4168,12.1,13.02,15.2,14.1,13.06,13.495999999999999
Tony Blair,Tony_Blair,4169,11.9,12.84,15.3,14.1,11.96,13.220000000000002
Tooth development,Tooth_development,4170,10.6,10.41,13.2,14.0,13.0,12.241999999999999
Tooth enamel,Tooth_enamel,4171,10.6,11.0,12.7,13.0,12.42,11.943999999999999
Top of the Pops,Top_of_the_Pops,4172,10.4,11.69,13.0,11.8,9.58,11.294
Topology,Topology,4173,12.0,12.16,13.4,14.3,11.2,12.612
Toraja,Toraja,4174,9.8,9.9,11.7,12.2,11.83,11.086
Tornado,Tornado,4175,11.2,10.53,13.0,13.8,11.55,12.016
Toronto,Toronto,4176,10.1,10.63,13.3,12.7,13.34,12.014000000000001
Tottenham Hotspur F.C.,Tottenham_Hotspur_F.C.,4177,10.3,10.97,12.7,12.5,10.97,11.488
Tour de France,Tour_de_France,4178,11.4,11.7,13.3,12.1,10.33,11.766000000000002
Tourette syndrome,Tourette_syndrome,4179,13.5,12.86,16.7,15.3,14.63,14.597999999999999
Tourism,Tourism,4180,11.8,12.66,14.6,14.2,12.82,13.216000000000003
Tower Bridge,Tower_Bridge,4181,10.5,11.37,12.4,11.2,10.44,11.181999999999999
Tower of London,Tower_of_London,4182,11.2,12.05,12.7,11.8,9.87,11.524
Toy,Toy,4183,9.8,11.27,12.5,12.3,11.49,11.472000000000001
Toy Story,Toy_Story,4184,7.6,9.82,9.8,9.5,7.78,8.9
Trabancos River,Trabancos_River,4185,16.6,16.91,20.1,16.1,12.43,16.428000000000004
Trade and usage of saffron,Trade_and_usage_of_saffron,4186,10.7,11.78,14.2,12.9,13.69,12.653999999999998
Trade union,Trade_union,4187,14.1,14.62,16.8,15.2,14.05,14.953999999999999
Trafalgar Square,Trafalgar_Square,4188,11.6,12.85,14.3,12.9,11.15,12.559999999999999
Train,Train,4189,9.9,10.93,12.9,12.4,11.72,11.569999999999999
Trans-Siberian Railway,Trans-Siberian_Railway,4190,10.2,11.43,14.1,12.6,12.59,12.184000000000001
Transit of Venus,Transit_of_Venus,4191,10.8,11.37,12.3,12.0,10.04,11.302
Transport,Transport,4192,13.2,13.07,15.1,14.5,13.47,13.868
Trapdoor spider,Trapdoor_spider,4193,10.1,11.36,11.6,11.7,11.66,11.284
Treasure Island,Treasure_Island,4194,8.7,10.2,11.2,10.2,9.75,10.01
Treaty of Devol,Treaty_of_Devol,4195,13.9,13.79,16.1,14.1,11.61,13.9
Treaty of Versailles,Treaty_of_Versailles,4196,11.2,13.04,14.8,13.4,12.36,12.959999999999999
Tree,Tree,4197,11.0,12.8,13.9,13.7,11.61,12.602
Tree Sparrow,Tree_Sparrow,4198,6.7,9.34,8.9,9.3,7.89,8.425999999999998
Tree frog,Tree_frog,4199,8.1,9.86,9.3,11.4,9.97,9.726
Treecreeper,Treecreeper,4200,9.4,11.88,13.4,12.2,14.5,12.276
Trench warfare,Trench_warfare,4201,10.8,11.62,13.8,12.7,11.78,12.14
Triassic,Triassic,4202,13.2,12.7,16.7,14.8,15.15,14.51
Triathlon,Triathlon,4203,11.2,12.04,14.5,12.8,11.9,12.487999999999998
Tribe,Tribe,4204,13.3,15.02,16.4,15.1,14.8,14.924000000000001
Triceratops,Triceratops,4205,10.6,12.19,14.3,12.3,12.18,12.314
Trichinosis,Trichinosis,4206,10.0,10.94,12.1,12.2,12.06,11.459999999999999
Triggerplant,Triggerplant,4207,10.3,11.25,13.0,12.7,12.82,12.014
Trigonometric function,Trigonometric_function,4208,12.7,12.38,14.6,14.5,11.49,13.134
Trigonometry,Trigonometry,4209,13.7,12.85,15.8,15.4,14.79,14.508
Trimurti,Trimurti,4210,14.2,15.08,16.5,15.1,11.67,14.51
Trinidad and Tobago,Trinidad_and_Tobago,4211,11.0,11.35,13.3,13.6,12.3,12.310000000000002
Trinity,Trinity,4212,13.1,14.06,16.6,14.5,11.26,13.904000000000002
"Trinity College, Cambridge",Trinity_College%2C_Cambridge,4213,9.9,10.84,12.4,12.0,11.14,11.256
Trinity test,Trinity_test,4214,11.1,12.46,13.3,13.7,10.62,12.236
Tripitaka,Tripitaka,4215,14.4,14.34,16.9,14.8,13.35,14.758
Tripoli,Tripoli,4216,10.1,11.89,12.9,12.8,11.43,11.824
Triumph of the Will,Triumph_of_the_Will,4217,12.3,13.73,15.4,13.4,11.32,13.23
Trobairitz,Trobairitz,4218,10.1,11.62,12.4,12.1,10.79,11.402
Trojan War,Trojan_War,4219,8.7,9.83,11.4,10.5,10.04,10.094
Troodon,Troodon,4220,11.5,12.4,14.8,13.0,13.23,12.986
Troop sleeper,Troop_sleeper,4221,10.3,11.47,14.0,12.1,12.47,12.068000000000001
Tropical Storm Allison,Tropical_Storm_Allison,4222,7.9,8.15,10.7,11.3,11.3,9.87
Tropical Storm Ana (2003),Tropical_Storm_Ana_%282003%29,4223,10.0,10.54,12.3,12.6,10.97,11.282
Tropical Storm Bilis (2006),Tropical_Storm_Bilis_%282006%29,4224,10.8,10.23,12.4,11.9,11.55,11.376
Tropical Storm Bonnie (2004),Tropical_Storm_Bonnie_%282004%29,4225,8.1,8.69,10.5,11.6,11.13,10.004000000000001
Tropical Storm Chris (2006),Tropical_Storm_Chris_%282006%29,4226,11.9,12.25,14.3,14.2,12.24,12.978
Tropical Storm Danielle (1992),Tropical_Storm_Danielle_%281992%29,4227,8.3,8.92,10.7,11.3,11.25,10.094
Tropical Storm Delta (2005),Tropical_Storm_Delta_%282005%29,4228,11.6,11.41,13.5,13.6,11.66,12.354
Tropical Storm Franklin (2005),Tropical_Storm_Franklin_%282005%29,4229,10.3,10.67,12.5,12.4,11.02,11.378
Tropical Storm Harvey (2005),Tropical_Storm_Harvey_%282005%29,4230,11.2,11.66,13.7,12.3,11.26,12.024
Tropical Storm Henri (2003),Tropical_Storm_Henri_%282003%29,4231,9.3,9.56,11.0,12.0,11.66,10.703999999999999
Tropical Storm Isabel (1985),Tropical_Storm_Isabel_%281985%29,4232,9.4,10.39,11.9,11.8,11.43,10.983999999999998
Tropical Storm Larry (2003),Tropical_Storm_Larry_%282003%29,4233,10.0,9.95,11.4,12.5,11.37,11.044
Tropical Storm Lee (2005),Tropical_Storm_Lee_%282005%29,4234,11.4,12.14,13.1,13.6,10.22,12.092
Tropical Storm Leslie (2000),Tropical_Storm_Leslie_%282000%29,4235,10.2,10.24,12.5,12.8,12.0,11.547999999999998
Tropical Storm Matthew (2004),Tropical_Storm_Matthew_%282004%29,4236,8.2,8.91,10.1,11.7,10.55,9.892
Tropical Storm Odette (2003),Tropical_Storm_Odette_%282003%29,4237,9.4,9.29,11.3,12.4,12.24,10.926
Tropical Storm Vamei,Tropical_Storm_Vamei,4238,10.5,10.51,12.1,12.5,11.66,11.453999999999999
Tropical Storm Zeta (2005),Tropical_Storm_Zeta_%282005%29,4239,11.5,11.22,13.0,14.1,11.43,12.25
Tropical cyclone,Tropical_cyclone,4240,12.3,11.63,15.4,14.7,13.23,13.452000000000002
Tropics,Tropics,4241,11.6,12.37,14.1,13.1,12.36,12.706
Trout,Trout,4242,10.3,12.67,14.1,13.0,12.47,12.508
Trumpet,Trumpet,4243,10.3,11.26,13.2,12.3,11.43,11.698
Tsar Bomba,Tsar_Bomba,4244,10.2,11.67,12.5,12.4,10.68,11.489999999999998
Tsunami,Tsunami,4245,10.3,11.08,12.7,12.1,10.91,11.418000000000001
Tuatara,Tuatara,4246,9.4,10.64,12.2,11.6,11.72,11.111999999999998
Tuberculosis,Tuberculosis,4247,12.3,11.59,14.1,14.0,13.11,13.02
Tufted Duck,Tufted_Duck,4248,7.8,9.62,10.4,10.1,9.92,9.568000000000001
Tuna,Tuna,4249,11.5,12.42,14.2,12.8,12.53,12.690000000000001
Tungsten,Tungsten,4250,10.1,12.33,13.2,12.6,11.66,11.978
Tunis,Tunis,4251,10.1,11.9,12.8,12.5,11.14,11.687999999999999
Tunisia,Tunisia,4252,10.0,12.1,13.1,12.9,11.89,11.998000000000001
Tupac Shakur,Tupac_Shakur,4253,10.5,11.18,12.8,12.2,10.56,11.448000000000002
Turin,Turin,4254,9.5,10.67,11.3,11.9,10.15,10.704
Turkey,Turkey,4255,13.6,13.0,16.6,14.9,14.16,14.452000000000002
Turkey (bird),Turkey_%28bird%29,4256,10.9,11.71,13.2,13.0,12.36,12.234
Turkish Republic of Northern Cyprus,Turkish_Republic_of_Northern_Cyprus,4257,12.4,13.0,15.4,14.0,13.23,13.606
Turkish literature,Turkish_literature,4258,15.7,15.3,19.6,16.1,12.95,15.930000000000001
Turkmenistan,Turkmenistan,4259,11.1,11.99,14.1,13.1,13.11,12.68
Turks and Caicos Islands,Turks_and_Caicos_Islands,4260,9.6,9.82,11.1,11.9,11.48,10.780000000000001
Turmeric,Turmeric,4261,11.6,12.46,14.3,13.8,14.45,13.322
Turner syndrome,Turner_syndrome,4262,11.6,11.37,13.5,13.6,13.63,12.74
Turquoise,Turquoise,4263,12.6,13.13,15.9,14.1,13.29,13.804000000000002
Turtle,Turtle,4264,9.0,10.73,12.4,10.8,10.73,10.732000000000003
Tutsi,Tutsi,4265,12.0,12.62,13.9,12.8,11.84,12.632
Tuvalu,Tuvalu,4266,10.2,11.2,11.9,12.7,11.66,11.532
Tycho Brahe,Tycho_Brahe,4267,11.9,12.45,13.6,13.3,11.37,12.524
Typewriter,Typewriter,4268,13.0,12.36,15.1,14.6,13.4,13.692000000000002
Typhoon Ewiniar (2006),Typhoon_Ewiniar_%282006%29,4269,10.0,10.46,12.0,11.3,10.39,10.830000000000002
Typhoon Saomai (2006),Typhoon_Saomai_%282006%29,4270,10.3,9.83,11.9,11.6,11.54,11.034
Tyrannosaurus,Tyrannosaurus,4271,11.1,11.03,13.6,13.1,12.47,12.26
U.S. Navy Marine Mammal Program,U.S._Navy_Marine_Mammal_Program,4272,13.4,14.15,15.4,14.6,11.67,13.844
U.S. Open (tennis),U.S._Open_%28tennis%29,4273,8.6,9.02,10.3,11.0,9.97,9.778
U.S. Route 66,U.S._Route_66,4274,11.2,11.5,13.6,12.8,10.86,11.991999999999999
U.S. state,U.S._state,4275,11.8,12.55,14.2,14.5,12.24,13.057999999999998
U2,U2,4276,9.3,11.06,12.2,11.8,9.86,10.844
USS Wisconsin (BB-64),USS_Wisconsin_%28BB-64%29,4277,12.0,11.07,14.4,14.2,12.36,12.806000000000001
Ubuntu (Linux distribution),Ubuntu_%28Linux_distribution%29,4278,10.5,9.45,12.2,12.1,13.04,11.458
Uffington White Horse,Uffington_White_Horse,4279,10.2,11.42,12.0,11.7,10.33,11.129999999999999
Uganda,Uganda,4280,13.0,12.71,16.4,14.5,14.33,14.187999999999999
Ukraine,Ukraine,4281,11.1,11.43,14.3,13.7,13.34,12.774000000000001
Ukulele,Ukulele,4282,9.2,10.95,12.1,11.4,9.81,10.692
Ulawun,Ulawun,4283,8.8,10.99,11.2,11.2,11.19,10.675999999999998
Ultimatum game,Ultimatum_game,4284,12.0,12.1,13.1,13.6,12.24,12.608
Ultraviolet,Ultraviolet,4285,11.2,12.06,13.7,13.8,12.59,12.669999999999998
Uluru,Uluru,4286,9.7,11.52,12.0,12.7,11.08,11.4
Ulysses S. Grant,Ulysses_S._Grant,4287,9.5,10.74,12.4,12.6,11.72,11.392
Umbrella Cockatoo,Umbrella_Cockatoo,4288,8.3,10.52,10.3,11.9,9.4,10.084
Underground (stories),Underground_%28stories%29,4289,13.0,13.73,16.0,14.7,12.71,14.028000000000002
Union Flag,Union_Flag,4290,11.5,13.29,14.4,12.3,9.7,12.238
Union Station (San Diego),Union_Station_%28San_Diego%29,4291,11.3,12.03,14.0,13.1,11.26,12.338
United Arab Emirates,United_Arab_Emirates,4292,9.2,11.04,11.8,12.0,11.25,11.058
United Kingdom,United_Kingdom,4293,11.4,11.19,13.7,12.8,12.01,12.22
United Kingdom national football team,United_Kingdom_national_football_team,4294,12.6,14.01,16.4,13.9,12.19,13.819999999999999
United Malays National Organisation,United_Malays_National_Organisation,4295,12.4,12.34,15.1,14.3,12.71,13.37
United Nations,United_Nations,4296,12.8,12.12,14.4,14.4,12.82,13.307999999999998
United States,United_States,4297,10.9,11.03,13.7,13.5,12.82,12.389999999999999
United States Bill of Rights,United_States_Bill_of_Rights,4298,15.2,15.97,18.9,16.7,13.18,15.989999999999998
United States Congress,United_States_Congress,4299,12.4,11.03,13.9,13.9,12.71,12.788
United States Constitution,United_States_Constitution,4300,13.5,12.97,15.6,15.1,13.58,14.15
United States Declaration of Independence,United_States_Declaration_of_Independence,4301,13.2,14.11,16.1,15.2,12.83,14.288
United States House of Representatives,United_States_House_of_Representatives,4302,11.3,10.97,13.5,13.7,12.18,12.33
United States Numbered Highways,United_States_Numbered_Highways,4303,7.7,8.27,9.1,10.7,9.56,9.065999999999999
United States Senate,United_States_Senate,4304,12.6,11.28,13.9,14.3,12.53,12.922
United States Virgin Islands,United_States_Virgin_Islands,4305,9.7,10.71,11.6,12.2,11.89,11.219999999999999
United States dollar,United_States_dollar,4306,9.1,9.7,11.2,11.4,9.92,10.264
United for Peace and Justice,United_for_Peace_and_Justice,4307,13.0,14.0,15.4,14.6,13.05,14.01
Universe,Universe,4308,11.9,12.7,13.8,14.0,11.72,12.824000000000002
University,University,4309,14.7,14.15,17.7,16.5,15.84,15.778
University of Bristol,University_of_Bristol,4310,12.6,11.67,14.4,14.2,13.0,13.174000000000001
University of Cambridge,University_of_Cambridge,4311,12.3,11.57,14.6,13.7,13.81,13.196000000000002
University of Chicago,University_of_Chicago,4312,13.4,12.75,16.2,15.4,14.28,14.405999999999997
University of Texas at Austin,University_of_Texas_at_Austin,4313,10.9,11.1,13.5,13.8,12.71,12.402
Unix,Unix,4314,12.0,11.99,14.4,13.8,12.31,12.9
Ununbium,Ununbium,4315,12.2,13.17,13.8,15.1,13.05,13.464000000000002
Ununhexium,Ununhexium,4316,12.6,13.82,14.6,15.5,13.11,13.925999999999998
Ununoctium,Ununoctium,4317,14.0,15.11,15.7,16.0,14.21,15.004000000000001
Ununpentium,Ununpentium,4318,11.6,12.78,13.0,15.1,12.76,13.047999999999998
Ununquadium,Ununquadium,4319,12.5,13.36,14.1,15.5,12.88,13.668000000000001
Ununtrium,Ununtrium,4320,13.6,15.03,14.3,17.3,12.88,14.622
Upsilon Andromedae,Upsilon_Andromedae,4321,10.6,11.7,11.8,12.5,11.31,11.581999999999999
Upsilon Andromedae b,Upsilon_Andromedae_b,4322,10.0,11.89,12.1,12.5,10.79,11.456
Upsilon Andromedae c,Upsilon_Andromedae_c,4323,11.8,13.13,13.7,13.1,11.84,12.713999999999999
Upsilon Andromedae d,Upsilon_Andromedae_d,4324,11.8,12.78,13.7,13.1,11.95,12.666
Uranium,Uranium,4325,11.4,10.69,12.3,14.1,11.95,12.088
Uranus,Uranus,4326,9.1,10.87,11.6,12.1,10.96,10.926
Urial,Urial,4327,8.5,9.59,9.4,10.0,9.63,9.424000000000001
Ursuline Convent Riots,Ursuline_Convent_Riots,4328,12.1,12.49,13.9,13.3,11.73,12.704000000000002
Uruguay,Uruguay,4329,11.7,13.17,14.9,14.2,13.05,13.404
Utilitarianism,Utilitarianism,4330,13.3,12.57,15.0,15.3,13.18,13.87
Utrecht (city),Utrecht_%28city%29,4331,9.2,10.84,12.1,11.7,11.48,11.064000000000002
Uzbekistan,Uzbekistan,4332,11.6,11.39,13.6,13.4,13.34,12.666
Vacutainer,Vacutainer,4333,8.6,9.75,10.4,11.1,10.55,10.080000000000002
Valparaíso,Valpara%C3%ADso,4334,14.1,14.01,17.3,15.4,14.45,15.051999999999998
Vampire,Vampire,4335,10.7,11.79,13.5,12.4,11.14,11.905999999999999
Vampire bat,Vampire_bat,4336,8.9,10.11,11.1,11.0,10.79,10.379999999999999
Van Halen,Van_Halen,4337,11.0,11.53,13.4,11.9,10.68,11.702
Vanadium,Vanadium,4338,10.9,11.29,12.3,14.0,12.82,12.261999999999999
Vancouver,Vancouver,4339,11.9,11.95,15.1,14.5,13.11,13.312000000000001
Vanilla,Vanilla,4340,9.7,10.99,12.3,11.9,11.26,11.229999999999999
Vanuatu,Vanuatu,4341,11.8,12.11,13.3,14.1,12.76,12.814000000000002
Varanasi,Varanasi,4342,9.0,10.01,11.2,11.6,10.79,10.52
Vasco da Gama,Vasco_da_Gama,4343,11.7,14.09,15.2,13.0,10.28,12.854
Vatican City,Vatican_City,4344,11.4,11.74,12.6,13.8,10.85,12.078000000000001
Vegetable,Vegetable,4345,8.8,10.83,11.4,12.3,11.08,10.882
Vegetation,Vegetation,4346,15.5,14.83,18.1,16.8,15.15,16.076
Velociraptor,Velociraptor,4347,12.8,12.03,15.5,14.3,13.98,13.722
Venezuela,Venezuela,4348,12.3,12.5,14.9,13.8,13.81,13.462
Venn diagram,Venn_diagram,4349,9.4,10.84,11.5,12.3,10.68,10.944
Venus,Venus,4350,11.1,12.01,13.8,13.0,11.32,12.245999999999999
Venus and Adonis (opera),Venus_and_Adonis_%28opera%29,4351,11.5,13.3,13.6,11.3,8.65,11.67
Vernon Kell,Vernon_Kell,4352,9.7,10.79,12.2,10.9,11.14,10.946
Vertebrate,Vertebrate,4353,9.0,11.1,11.9,12.7,11.66,11.272
Vestigial structure,Vestigial_structure,4354,12.0,12.65,14.2,14.1,12.36,13.062000000000001
Vicia faba,Vicia_faba,4355,10.3,12.07,13.5,11.6,10.04,11.502
Victor Hugo,Victor_Hugo,4356,11.5,12.94,14.7,13.3,11.67,12.822
"Victoria, Seychelles",Victoria%2C_Seychelles,4357,12.2,12.43,13.9,14.7,13.0,13.246
Victoria Cross,Victoria_Cross,4358,11.3,12.02,13.3,13.1,10.51,12.046000000000001
Victoria of the United Kingdom,Victoria_of_the_United_Kingdom,4359,10.9,11.73,13.9,13.1,11.73,12.272
Video,Video,4360,11.0,11.42,13.4,13.0,11.78,12.120000000000001
Vienna,Vienna,4361,11.5,12.0,15.0,14.2,13.46,13.232
Vietnam,Vietnam,4362,10.4,10.92,13.1,13.3,13.05,12.154
Vietnam War,Vietnam_War,4363,10.9,10.36,12.9,13.2,12.18,11.908
Viking,Viking,4364,10.6,11.49,13.6,12.6,11.6,11.978
Vinaya,Vinaya,4365,12.7,14.07,15.9,13.5,13.12,13.858
Vincent van Gogh,Vincent_van_Gogh,4366,9.4,11.24,12.4,11.7,10.1,10.968
Virgil,Virgil,4367,11.0,13.0,13.9,12.8,11.38,12.416
Virginian Railway,Virginian_Railway,4368,11.7,11.47,14.3,13.2,12.36,12.606
Virtuti Militari,Virtuti_Militari,4369,12.7,12.34,15.2,14.8,12.31,13.469999999999999
Virus,Virus,4370,12.5,12.37,14.2,14.2,13.17,13.288
Visual arts,Visual_arts,4371,10.9,12.26,13.6,13.1,12.59,12.49
Vitamin,Vitamin,4372,13.3,13.43,15.1,15.6,13.12,14.11
Vitamin C,Vitamin_C,4373,11.8,12.41,13.6,14.0,11.78,12.718
Vitamin D,Vitamin_D,4374,13.4,13.4,15.2,15.6,13.0,14.12
Vitus Bering,Vitus_Bering,4375,7.8,9.44,10.3,10.6,9.63,9.554
Vivien Leigh,Vivien_Leigh,4376,11.9,12.73,14.7,12.7,11.09,12.624
Vladimir Lenin,Vladimir_Lenin,4377,11.8,12.12,13.8,13.7,11.84,12.652000000000001
Vodafone,Vodafone,4378,9.8,9.88,12.5,12.3,12.82,11.46
Volcanic pipe,Volcanic_pipe,4379,11.5,12.43,14.0,13.6,12.47,12.8
Volcano,Volcano,4380,11.2,10.86,13.8,12.8,12.59,12.25
Vole,Vole,4381,7.6,9.68,10.0,10.5,11.07,9.77
Volga River,Volga_River,4382,9.4,10.58,11.7,11.3,11.08,10.812000000000001
Volleyball,Volleyball,4383,10.1,11.49,12.3,11.9,9.12,10.982
Volt,Volt,4384,14.2,15.57,17.6,15.0,12.89,15.052000000000001
Voltaire,Voltaire,4385,10.9,12.79,14.3,13.1,12.13,12.644
Voting,Voting,4386,11.0,11.88,12.3,12.6,11.26,11.808000000000002
Vowel,Vowel,4387,11.7,11.22,13.9,12.9,11.6,12.264
Voynich manuscript,Voynich_manuscript,4388,12.7,12.74,15.0,14.2,12.07,13.342000000000002
Vulgar Latin,Vulgar_Latin,4389,12.9,12.47,15.7,13.7,11.9,13.334
Vulture,Vulture,4390,9.2,11.05,11.8,11.9,11.55,11.1
W. Mark Felt,W._Mark_Felt,4391,9.2,9.77,10.8,11.5,9.92,10.238
WTA Tour Championships,WTA_Tour_Championships,4392,8.0,9.93,10.4,11.5,9.16,9.797999999999998
Wader,Wader,4393,10.8,11.95,14.1,12.4,13.23,12.496
Waheguru,Waheguru,4394,11.7,13.09,14.0,13.2,9.93,12.383999999999999
Wake Island,Wake_Island,4395,11.1,11.89,13.2,13.1,11.95,12.248
Wales,Wales,4396,11.0,11.84,14.0,12.8,11.55,12.238
Wall Street,Wall_Street,4397,10.5,12.37,13.8,13.3,12.07,12.408
Wallaby,Wallaby,4398,11.2,12.23,13.7,14.1,12.71,12.788
Wallis and Futuna,Wallis_and_Futuna,4399,11.2,11.89,13.0,13.9,11.37,12.272
Walrus,Walrus,4400,7.9,9.1,10.2,10.3,9.39,9.378
Walt Disney,Walt_Disney,4401,10.4,11.17,13.1,12.6,11.2,11.693999999999999
Walt Whitman,Walt_Whitman,4402,11.5,12.55,13.6,13.3,12.01,12.592
Walter Raleigh,Walter_Raleigh,4403,9.4,11.75,12.5,12.1,10.33,11.216
Walter Scott,Walter_Scott,4404,10.7,11.76,12.7,12.2,10.33,11.538
War,War,4405,12.7,13.82,14.8,14.8,12.02,13.628
War and Peace,War_and_Peace,4406,12.0,13.53,15.5,13.1,11.84,13.193999999999999
War in Somalia (2006–present),War_in_Somalia_%282006%E2%80%93present%29,4407,11.1,11.24,14.2,13.7,13.4,12.727999999999998
War of the League of Cambrai,War_of_the_League_of_Cambrai,4408,15.4,15.43,18.5,15.1,12.43,15.371999999999996
