node,in_degree,out_degree,in_degree_centrality,out_degree_centrality,degree_centrality,pagerank,betweenness_centrality,closeness_centrality
Tripoli,4,7,0.0009596928982725527,0.0016794625719769674,0.00263915547024952,0.00016680696658927677,3.36963254884719e-05,0.3723354808489594
Trumpet,11,11,0.00263915547024952,0.00263915547024952,0.00527831094049904,0.00019913625530877188,0.00011756687562230697,0.3278126389995334
Tunisia,21,15,0.005038387715930902,0.0035988483685220726,0.008637236084452975,0.00020319309190593043,0.0001208784102754014,0.3764500577206598
Tutsi,2,3,0.0004798464491362764,0.0007197696737044146,0.0011996161228406909,5.502864746855179e-05,1.611195828372295e-06,0.31662415337773003
United States Senate,17,18,0.004078694817658349,0.004318618042226488,0.008397312859884836,0.0002349530761465161,0.0002935433320060792,0.37638187259881223
Western Sahara,16,19,0.003838771593090211,0.004558541266794626,0.008397312859884836,0.00017852735908536574,0.00010482447105137155,0.38079610016823207
Yamoussoukro,3,5,0.0007197696737044146,0.0011996161228406909,0.0019193857965451055,6.622623532193192e-05,6.19464881052967e-05,0.3296065221061214
Zambia,20,21,0.0047984644913627635,0.005038387715930902,0.009836852207293665,0.0002635762940865759,0.0004100698261590432,0.3608586122459047
Zebra,10,10,0.0023992322456813818,0.0023992322456813818,0.0047984644913627635,0.0024824714621926812,0.0005587055850692848,0.33272024955856894
Zimbabwe,29,35,0.006957773512476007,0.008397312859884836,0.015355086372360844,0.00037430221502671006,0.00038786128663509986,0.3595474208180712
African American literature,0,9,0.0,0.002159309021113244,0.002159309021113244,3.604868397980029e-05,0.0,0.0
African Brush-tailed Porcupine,0,2,0.0,0.0004798464491362764,0.0004798464491362764,3.604868397980029e-05,0.0,0.0
Cave,13,17,0.0031190019193857964,0.004078694817658349,0.007197696737044145,0.0001250156351689596,0.00021253868232156827,0.3236010774146293
African Buffalo,2,5,0.0004798464491362764,0.0011996161228406909,0.0016794625719769674,6.280128500606001e-05,2.772892346868173e-06,0.2565279079832161
Water Buffalo,7,11,0.0016794625719769674,0.00263915547024952,0.004318618042226488,6.735340706030678e-05,0.00011228816944589554,0.3569227617001103
African Darter,0,2,0.0,0.0004798464491362764,0.0004798464491362764,3.604868397980029e-05,0.0,0.0
Cormorant,4,10,0.0009596928982725527,0.0023992322456813818,0.0033589251439539347,7.786459363455975e-05,3.4449440786173486e-05,0.26680417520935257
Great Rift Valley,16,16,0.003838771593090211,0.003838771593090211,0.007677543186180422,0.0001611694215493046,0.0003216609266951735,0.320111579545258
Lake Albert,4,6,0.0009596928982725527,0.0014395393474088292,0.0023992322456813818,6.0953739734208456e-05,5.798977053880477e-06,0.2736196350803927
Lake Edward,4,6,0.0009596928982725527,0.0014395393474088292,0.0023992322456813818,7.254481247870185e-05,6.88880844790377e-06,0.26441077982161115
Lake Kivu,3,3,0.0007197696737044146,0.0007197696737044146,0.0014395393474088292,6.178297041074299e-05,5.3289168435090475e-06,0.2564645873024427
Lake Malawi,2,6,0.0004798464491362764,0.0014395393474088292,0.0019193857965451055,6.242170616623083e-05,3.4003349928577887e-06,0.25482915183249033
Zambezi,9,12,0.002159309021113244,0.0028790786948176585,0.005038387715930902,0.00011131127447096278,0.0006437295938626402,0.341299879874853
African Grey Hornbill,0,1,0.0,0.0002399232245681382,0.0002399232245681382,3.604868397980029e-05,0.0,0.0
Bird,140,67,0.03358925143953934,0.016074856046065258,0.049664107485604604,0.0027056882725156454,0.00754836498645405,0.36255854813191
Scientific classification,161,47,0.038627639155470246,0.011276391554702494,0.04990403071017274,0.0009892442288906218,0.003974899580251961,0.3654597816774608
African Penguin,4,8,0.0009596928982725527,0.0019193857965451055,0.0028790786948176585,0.00012772602781213448,2.576943273161763e-05,0.27918907948650307
Fish,87,35,0.020873320537428023,0.008397312859884836,0.02927063339731286,0.002121457837107591,0.002377388724704095,0.383148210310324
Magellanic Penguin,3,7,0.0007197696737044146,0.0016794625719769674,0.0023992322456813818,0.0001434142783761033,1.3911817504856911e-05,0.28067864099656137
Chadian-Sudanese conflict,1,1,0.0002399232245681382,0.0002399232245681382,0.0004798464491362764,5.1137225475426783e-05,0.0,0.25482915183249033
Human rights,47,42,0.011276391554702494,0.010076775431861805,0.0213531669865643,0.000749088229392591,0.0023376024306089745,0.38765121138290126
African Wild Dog,3,6,0.0007197696737044146,0.0014395393474088292,0.002159309021113244,4.949641902165764e-05,5.77059888923224e-06,0.2960330961775115
African clawed frog,3,3,0.0007197696737044146,0.0007197696737044146,0.0014395393474088292,6.125069901888355e-05,1.1653432374769509e-05,0.23647275318555244
Frog,12,21,0.0028790786948176585,0.005038387715930902,0.00791746641074856,0.0002003548916692655,0.0010795669163033079,0.3095953990789693
African dwarf frog,1,3,0.0002399232245681382,0.0007197696737044146,0.0009596928982725527,6.0226810119239076e-05,9.85616914454948e-07,0.23633827905806565
African slave trade,3,7,0.0007197696737044146,0.0016794625719769674,0.0023992322456813818,9.611408041918074e-05,7.3815633947737694e-06,0.27629362034543836
History of slavery,5,24,0.0011996161228406909,0.005758157389635317,0.006957773512476007,0.0001108500369768496,0.00044613992686777455,0.368244607233394
History of South Africa,5,20,0.0011996161228406909,0.0047984644913627635,0.005998080614203455,8.564405903825479e-05,4.138637992461354e-05,0.3047597446092311
Johannesburg,13,21,0.0031190019193857964,0.005038387715930902,0.008157389635316698,0.00016958510728235695,0.0008658513829551058,0.3751587504275216
Helen,5,8,0.0011996161228406909,0.0019193857965451055,0.0031190019193857964,7.413849106448488e-05,6.6499311501582226e-06,0.2790953352519028
Algebra,16,15,0.003838771593090211,0.0035988483685220726,0.007437619961612284,0.00034381102669074685,0.00043035677336541463,0.3348649292753271
Baroque,25,24,0.005998080614203455,0.005758157389635317,0.011756238003838772,0.00020070372684216856,0.0006725984601030764,0.3590504222234198
Chemistry,77,54,0.01847408829174664,0.012955854126679461,0.0314299424184261,0.0020907960801937533,0.0026874856278187483,0.38293638968359756
Edmund Burke,5,10,0.0011996161228406909,0.0023992322456813818,0.0035988483685220726,5.407035468714234e-05,2.5051640390679604e-05,0.33788688107610443
Edward Gibbon,6,6,0.0014395393474088292,0.0014395393474088292,0.0028790786948176585,6.073165845056734e-05,9.945306318380514e-06,0.31595017768253647
Gottfried Leibniz,15,13,0.0035988483685220726,0.0031190019193857964,0.0067178502879078695,0.00010667067389591111,0.00016066340139687233,0.3406564456750889
Government,80,38,0.019193857965451054,0.009117082533589251,0.028310940499040305,0.0008380277369527542,0.0012862624491188175,0.39419601984597213
Johann Wolfgang Goethe,4,10,0.0009596928982725527,0.0023992322456813818,0.0033589251439539347,6.59993503966913e-05,6.583817022948497e-06,0.3068976988063864
Natural selection,28,19,0.0067178502879078695,0.004558541266794626,0.011276391554702494,0.0002707935625381303,0.0005236019823149726,0.3394877174674142
Political economy,14,18,0.0033589251439539347,0.004318618042226488,0.007677543186180422,0.000161497944262604,6.512649162179906e-05,0.31662415337773003
René Descartes,17,19,0.004078694817658349,0.004558541266794626,0.008637236084452975,0.00015130468620212014,0.00028381160992307567,0.334084295597756
Thomas Hobbes,10,12,0.0023992322456813818,0.0028790786948176585,0.00527831094049904,0.00010586097987960592,0.0001543398810554362,0.3429615973952867
Thomas Jefferson,26,20,0.006238003838771593,0.0047984644913627635,0.011036468330134356,0.00028116119342641246,0.0005180193101291592,0.38848463612227374
Aggregator,0,4,0.0,0.0009596928982725527,0.0009596928982725527,3.604868397980029e-05,0.0,0.0
Ajax (programming),2,3,0.0004798464491362764,0.0007197696737044146,0.0011996161228406909,5.7627312737108924e-05,1.2322090553677308e-06,0.27771524472008585
Podcasting,5,10,0.0011996161228406909,0.0023992322456813818,0.0035988483685220726,0.00010011954321533997,0.00019251188375835854,0.2939185740619579
Agnosticism,5,6,0.0011996161228406909,0.0014395393474088292,0.00263915547024952,0.00011799557309436038,3.221753928926895e-06,0.3244853714269273
Bertrand Russell,10,15,0.0023992322456813818,0.0035988483685220726,0.005998080614203455,0.00010423368075822143,0.0001245888454423284,0.35680019207040564
Deity,21,22,0.005038387715930902,0.00527831094049904,0.010316698656429943,0.0004530703436174982,0.0005020680698921617,0.35045186248723204
God,68,42,0.016314779270633396,0.010076775431861805,0.026391554702495202,0.0013013558644286603,0.0020699701807728368,0.4047928934680125
Ammonia,26,33,0.006238003838771593,0.00791746641074856,0.014155470249520153,0.00021819362681834982,0.0009342143541326005,0.35400414286508386
Andes,19,17,0.004558541266794626,0.004078694817658349,0.008637236084452975,0.00019143498352094783,0.0004067723796943199,0.34127185393628545
Arable land,11,10,0.00263915547024952,0.0023992322456813818,0.005038387715930902,0.0001057333195643271,0.0001114794735655464,0.33728360957929593
Barley,12,16,0.0028790786948176585,0.003838771593090211,0.0067178502879078695,0.00026609803291065417,0.00012613732458287887,0.33266698449020127
Bee,21,18,0.005038387715930902,0.004318618042226488,0.00935700575815739,0.000290533527072971,0.00033779255198060256,0.3347570388430193
Beekeeping,5,10,0.0011996161228406909,0.0023992322456813818,0.0035988483685220726,8.974490824946977e-05,5.949145019414883e-05,0.3221462396121296
Biodiesel,21,26,0.005038387715930902,0.006238003838771593,0.011276391554702494,0.00026899381646147534,0.000601940522310202,0.33424550725720475
Biofuel,14,25,0.0033589251439539347,0.005998080614203455,0.00935700575815739,0.00021045834188033392,0.00017253303811858348,0.34276359894730596
Botany,27,36,0.006477927063339731,0.008637236084452975,0.015115163147792706,0.0003400064240388573,0.0002910510727809543,0.3482786086680704
Business,35,23,0.008397312859884836,0.005518234165067178,0.013915547024952015,0.00041253015219169624,0.0004974246250406051,0.35855479572393106
Cereal,40,31,0.009596928982725527,0.007437619961612284,0.017034548944337813,0.0007068963949556768,0.0008110820159841771,0.37775028515143466
Chicken,18,21,0.004318618042226488,0.005038387715930902,0.00935700575815739,0.00023566649985934978,0.00046192245946583693,0.3799605629215656
Egg (food),11,17,0.00263915547024952,0.004078694817658349,0.0067178502879078695,0.00015186180743162039,0.0004037114114249408,0.369850372629357
Fertile Crescent,8,17,0.0019193857965451055,0.004078694817658349,0.005998080614203455,9.603992306851341e-05,2.748099815260967e-05,0.33780448973714416
Fertilizer,33,26,0.00791746641074856,0.006238003838771593,0.014155470249520153,0.00038803417922550216,0.0005429844850718443,0.34924442329714994
Flower,50,31,0.01199616122840691,0.007437619961612284,0.019433781190019192,0.0006499956594049572,0.0017963143789182922,0.3753620517734903
Food,56,54,0.013435700575815739,0.012955854126679461,0.026391554702495202,0.0013792557463393586,0.0013335392424132073,0.37113847448080767
Honey,20,22,0.0047984644913627635,0.00527831094049904,0.010076775431861805,0.00020163630855491726,0.0005079307250130822,0.3773729807714596
Horse,38,42,0.009117082533589251,0.010076775431861805,0.019193857965451054,0.000852363521125469,0.0013097590803605164,0.35343214875721446
Jersey,9,12,0.002159309021113244,0.0028790786948176585,0.005038387715930902,0.00011834537062690092,0.000545548982974564,0.35142978498529376
Kuwait,16,16,0.003838771593090211,0.003838771593090211,0.007677543186180422,0.00024185130346385657,0.00032593605377432693,0.3448969823432435
Meat,33,23,0.00791746641074856,0.005518234165067178,0.013435700575815739,0.0003958967513188637,0.0006285028192922052,0.39322628793983205
Mendip Hills,7,12,0.0016794625719769674,0.0028790786948176585,0.004558541266794626,0.00012378988705411573,0.00039950591223561244,0.3472310666919613
Milk,30,29,0.007197696737044145,0.006957773512476007,0.014155470249520153,0.0005011945326468847,0.0007407787186241656,0.3853865576072037
Pea,16,23,0.003838771593090211,0.005518234165067178,0.00935700575815739,0.0005257797741617065,0.00025549750867432476,0.3452407905994422
Phosphorus,21,26,0.005038387715930902,0.006238003838771593,0.011276391554702494,0.00021606383365564718,0.0005397942444685318,0.3354054262961895
Plant,125,86,0.029990403071017274,0.020633397312859885,0.050623800383877156,0.0032999816953989147,0.00526032232570749,0.38202120022392544
Potato,36,29,0.008637236084452975,0.006957773512476007,0.015595009596928982,0.0005226033890051644,0.0011060094416573045,0.4039273629347929
Roman Britain,20,26,0.0047984644913627635,0.006238003838771593,0.011036468330134356,0.0003225946587321544,0.00034735971077851194,0.3682119816812337
Snowdonia National Park,3,5,0.0007197696737044146,0.0011996161228406909,0.0019193857965451055,4.411044651414302e-05,7.759151151682831e-06,0.3218468703814826
Society,37,25,0.008877159309021113,0.005998080614203455,0.014875239923224568,0.000639773646045971,0.0003324469051264856,0.3780595503716988
Soil salination,4,4,0.0009596928982725527,0.0009596928982725527,0.0019193857965451055,6.129796107872297e-05,2.983951701688248e-06,0.31568618588956204
Soybean,19,29,0.004558541266794626,0.006957773512476007,0.011516314779270634,0.0010255367591189583,0.0004773154298892224,0.36020182330005934
Sumer,18,21,0.004318618042226488,0.005038387715930902,0.00935700575815739,0.00011016261766219577,0.0001874533680804309,0.3449828701947443
Tobacco,33,30,0.00791746641074856,0.007197696737044145,0.015115163147792706,0.00044052006474426254,0.0010146421192450484,0.36173806573558054
Vegetable,36,27,0.008637236084452975,0.006477927063339731,0.015115163147792706,0.0011315794985948513,0.0005326865429080769,0.3550323455694588
Weed,13,8,0.0031190019193857964,0.0019193857965451055,0.005038387715930902,0.00019653250920935965,6.518452423186674e-05,0.32370189557100126
Airbus,10,9,0.0023992322456813818,0.002159309021113244,0.004558541266794626,0.00015203003796144,0.00010454912956005734,0.36035798467320596
Aircraft,31,24,0.007437619961612284,0.005758157389635317,0.013195777351247601,0.0005404308087389634,0.00045814106574433393,0.36035798467320596
BAE Systems,4,8,0.0009596928982725527,0.0019193857965451055,0.0028790786948176585,6.983111853214389e-05,4.159588011760239e-05,0.3433582813314676
Concorde,4,13,0.0009596928982725527,0.0031190019193857964,0.004078694817658349,0.00010108484079344207,4.882311433368853e-05,0.2878122324955737
Manufacturing,27,23,0.006477927063339731,0.005518234165067178,0.01199616122840691,0.0003216347703823681,0.00045818552960661784,0.3869654224614604
Aluminium,57,43,0.013675623800383877,0.010316698656429943,0.02399232245681382,0.0005935157847164599,0.0015869872377233978,0.3584620180469281
Boeing 747,11,16,0.00263915547024952,0.003838771593090211,0.006477927063339731,0.0001602928506950438,0.00012392150811171832,0.32030895084671174
The Wall Street Journal,6,6,0.0014395393474088292,0.0014395393474088292,0.0028790786948176585,0.00019717929130626106,1.4226300682117562e-05,0.3244093854684322
Titanium,21,24,0.005038387715930902,0.005758157389635317,0.010796545105566218,0.00019251314371149437,0.0007402512859062419,0.3493324903115142
Aircraft carrier,15,14,0.0035988483685220726,0.0033589251439539347,0.006957773512476007,0.00021777337336138078,6.545983658157959e-05,0.3786796024816478
Boat,9,7,0.002159309021113244,0.0016794625719769674,0.003838771593090211,0.0001713899517507635,2.688788462269527e-05,0.3211505012932605
English Channel,37,33,0.008877159309021113,0.00791746641074856,0.01679462571976967,0.0005755809826354064,0.0006381127073765354,0.3917067518601399
Hot air balloon,5,9,0.0011996161228406909,0.002159309021113244,0.0033589251439539347,7.740070289571578e-05,2.0960514854819757e-05,0.33462227352947543
Hovercraft,6,10,0.0014395393474088292,0.0023992322456813818,0.003838771593090211,0.00010209136659896625,1.732586787835679e-05,0.29418904489531283
Hydrogen,87,55,0.020873320537428023,0.013195777351247601,0.034069097888675626,0.0012788734655570443,0.0030352664518576407,0.38431742530387314
Polar coordinate system,3,5,0.0007197696737044146,0.0011996161228406909,0.0019193857965451055,4.204086988200676e-05,4.937068262942618e-06,0.29425153194817927
Turkey,85,59,0.020393474088291747,0.014155470249520153,0.0345489443378119,0.0007101497946777413,0.001869786635367025,0.4008109400362701
Wind,17,19,0.004078694817658349,0.004558541266794626,0.008637236084452975,0.0002448671339864767,0.0005073331197280838,0.35223397213628993
Vienna,25,25,0.005998080614203455,0.005998080614203455,0.01199616122840691,0.00027538076868099693,0.0005080948887632614,0.36607140290989915
Gmail,9,15,0.002159309021113244,0.0035988483685220726,0.005758157389635317,0.00021739713840138866,0.0008975975494662488,0.38460194681066856
Internet Explorer,9,10,0.002159309021113244,0.0023992322456813818,0.004558541266794626,0.0002443561963811712,0.00022157618389775943,0.28652248446991274
Microsoft,31,19,0.007437619961612284,0.004558541266794626,0.01199616122840691,0.0012220270092803663,0.0006289382617406033,0.37434774250009767
Kashmir region,6,12,0.0014395393474088292,0.0028790786948176585,0.004318618042226488,8.00733300468936e-05,0.00015845437874115707,0.32562944740547556
Patna,1,7,0.0002399232245681382,0.0016794625719769674,0.0019193857965451055,3.98366633245924e-05,1.530364759940088e-05,0.21953455376029182
Varanasi,6,9,0.0014395393474088292,0.002159309021113244,0.0035988483685220726,7.89285309129037e-05,3.991092843821683e-05,0.3031370267860018
Akhenaten,3,7,0.0007197696737044146,0.0016794625719769674,0.0023992322456813818,6.470090929612337e-05,4.912604398175592e-06,0.30013783759919727
Akira Kurosawa,2,4,0.0004798464491362764,0.0009596928982725527,0.0014395393474088292,4.843074889609851e-05,4.668023971315769e-06,0.27023919872788116
Akkadian Empire,5,8,0.0011996161228406909,0.0019193857965451055,0.0031190019193857964,6.592303735540791e-05,1.6739177290523987e-05,0.3120595162363782
Babylonia,19,20,0.004558541266794626,0.0047984644913627635,0.00935700575815739,0.00020608357287649347,0.00018691970088008107,0.3332538398874256
Hammurabi,5,8,0.0011996161228406909,0.0019193857965451055,0.0031190019193857964,8.279726096301437e-05,5.991919362973516e-06,0.28411325110993196
Syria,39,34,0.00935700575815739,0.008157389635316698,0.01751439539347409,0.0002943202897909658,0.0006149475733191305,0.37840377285223387
Akrotiri and Dhekelia,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,5.2194204187246465e-05,0.0,0.27810550302703996
Aksumite currency,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,4.161206778639921e-05,8.50235374774508e-07,0.30716989188736765
Currency,83,34,0.019913627639155468,0.008157389635316698,0.028071017274472167,0.0008302845630273741,0.0018801671732842531,0.4435914865232239
Al Jazeera,4,9,0.0009596928982725527,0.002159309021113244,0.0031190019193857964,9.656320151181684e-05,1.1566707162760655e-05,0.3292409599331446
Saudi Arabia,43,41,0.010316698656429943,0.009836852207293665,0.02015355086372361,0.0005491103276237847,0.0007184653465261668,0.37156983792901965
Alan Turing,9,15,0.002159309021113244,0.0035988483685220726,0.005758157389635317,0.00010654758737015628,0.0001055542435831348,0.29544384994924894
Algorithm,21,17,0.005038387715930902,0.004078694817658349,0.009117082533589251,0.00020913724384795772,0.000513082703085633,0.33840962765540955
Doctor Who,21,24,0.005038387715930902,0.005758157389635317,0.010796545105566218,0.00036056941621260007,0.0010807675756146194,0.3578755392436136
Enigma machine,4,10,0.0009596928982725527,0.0023992322456813818,0.0033589251439539347,8.223386364794062e-05,0.00031741392253603135,0.3357305628270526
Manchester,28,34,0.0067178502879078695,0.008157389635316698,0.014875239923224568,0.00037896046360154286,0.0010960437017934566,0.35469903876726844
Princeton University,19,18,0.004558541266794626,0.004318618042226488,0.008877159309021113,0.00019612844928296706,0.0004135012784904883,0.32425752026496724
Rainbow,7,15,0.0016794625719769674,0.0035988483685220726,0.00527831094049904,0.0001935088100709385,5.708183100903689e-05,0.32339962938573535
Southampton,11,8,0.00263915547024952,0.0019193857965451055,0.004558541266794626,9.050505730906483e-05,5.748257918716863e-05,0.3302350923509006
University of Cambridge,50,38,0.01199616122840691,0.009117082533589251,0.02111324376199616,0.0007409982830760284,0.002144385814695045,0.37909410172727215
University of Texas at Austin,4,5,0.0009596928982725527,0.0011996161228406909,0.002159309021113244,6.011866233221995e-05,1.6419820637193907e-05,0.2899406053604078
Albania,11,24,0.00263915547024952,0.005758157389635317,0.008397312859884836,0.00012149717421781661,6.296579145551226e-05,0.36847314808370285
Kosovo,7,7,0.0016794625719769674,0.0016794625719769674,0.0033589251439539347,6.911511214713757e-05,2.000636415384108e-05,0.36026427160506974
Montenegro,13,14,0.0031190019193857964,0.0033589251439539347,0.006477927063339731,0.00011476446183370634,0.00013146261133968715,0.3681141397020447
Republic of Macedonia,9,14,0.002159309021113244,0.0033589251439539347,0.005518234165067178,0.00011349970681438283,2.8536011635516053e-05,0.3493031297055038
Stone Age,16,22,0.003838771593090211,0.00527831094049904,0.009117082533589251,0.00011500383717730252,0.00026462841509650376,0.3522638275331484
Yugoslavia,14,17,0.0033589251439539347,0.004078694817658349,0.007437619961612284,0.0002153231213973428,5.737271708384901e-05,0.35960964240166865
Albatross,6,19,0.0014395393474088292,0.004558541266794626,0.005998080614203455,0.00010854588503108025,0.0003841836778358539,0.327399451491735
Bird migration,24,31,0.005758157389635317,0.007437619961612284,0.013195777351247601,0.0002228067994092771,0.0014613800173419883,0.34276359894730596
Bird of prey,18,13,0.004318618042226488,0.0031190019193857964,0.007437619961612284,0.00034540548881621306,0.00015952842753458448,0.322396139728189
Feather,13,16,0.0031190019193857964,0.003838771593090211,0.006957773512476007,0.00015750575267447389,8.861670543038854e-05,0.3221961886375754
Gull,8,14,0.0019193857965451055,0.0033589251439539347,0.00527831094049904,0.00013437730558499606,0.00045093187292294157,0.27653261276439445
Monty Python,9,17,0.002159309021113244,0.004078694817658349,0.006238003838771593,9.563064376110064e-05,0.0003229096308436061,0.2836865963983675
The Rime of the Ancient Mariner,2,8,0.0004798464491362764,0.0019193857965451055,0.0023992322456813818,6.860883880978178e-05,1.5178720769448852e-05,0.2637228654886785
Anarchism,24,27,0.005758157389635317,0.006477927063339731,0.012236084452975048,0.00019887084639652394,0.00028159994174339084,0.33673704725620524
Asperger syndrome,2,7,0.0004798464491362764,0.0016794625719769674,0.002159309021113244,4.202563356851466e-05,4.344414975579494e-06,0.275268819528155
Atom,44,36,0.01055662188099808,0.008637236084452975,0.019193857965451054,0.0007625128038373829,0.0008329861069650218,0.3512218910873054
Attention-deficit hyperactivity disorder,4,5,0.0009596928982725527,0.0011996161228406909,0.002159309021113244,7.899986743881149e-05,1.3674567889149637e-05,0.27587179802430034
Einsteinium,6,6,0.0014395393474088292,0.0014395393474088292,0.0028790786948176585,0.00010181370311508901,8.60969990723485e-05,0.3180294335197493
Electrical engineering,11,26,0.00263915547024952,0.006238003838771593,0.008877159309021113,0.00022557802071677962,0.0001535699284721655,0.32063019883012533
Electromagnetic radiation,32,37,0.007677543186180422,0.008877159309021113,0.016554702495201534,0.00045564853843375587,0.000538355006046815,0.33234775187813553
Franklin D. Roosevelt,27,24,0.006477927063339731,0.005758157389635317,0.012236084452975048,0.00029021398093362024,0.0003511913257128754,0.3569840780996465
Heat,35,22,0.008397312859884836,0.00527831094049904,0.013675623800383877,0.00037724831699059946,0.0002855901459702605,0.35220412179966815
Intelligence,7,6,0.0016794625719769674,0.0014395393474088292,0.0031190019193857964,6.346865176673255e-05,1.1655694334365346e-05,0.3170831339922243
Linus Pauling,12,16,0.0028790786948176585,0.003838771593090211,0.0067178502879078695,0.00013750089569850116,0.0001975684506913775,0.3255019296080893
Matter,25,16,0.005998080614203455,0.003838771593090211,0.009836852207293665,0.0003229334230795509,0.00020269782099030238,0.33524309407405695
Max Planck,8,9,0.0019193857965451055,0.002159309021113244,0.004078694817658349,0.0001055708633050496,3.946948188104214e-05,0.33929370864854963
Metric expansion of space,8,11,0.0019193857965451055,0.00263915547024952,0.004558541266794626,0.00010620095493580581,4.90262189194753e-05,0.30760185310014687
Microscope,17,13,0.004078694817658349,0.0031190019193857964,0.007197696737044145,0.00025039555205093604,0.0003738116449303906,0.32023490809339533
Milky Way,27,24,0.006477927063339731,0.005758157389635317,0.012236084452975048,0.0004041619148876733,0.00042302314051204256,0.3272190093091949
Munich,11,16,0.00263915547024952,0.003838771593090211,0.006477927063339731,0.0001713471034885482,0.00018599059895698048,0.33788688107610443
Nature,41,51,0.009836852207293665,0.012236084452975048,0.022072936660268713,0.0006360162008044651,0.001369456245053359,0.3650424802139731
Niels Bohr,12,19,0.0028790786948176585,0.004558541266794626,0.007437619961612284,0.00016671202148186253,0.00032384186841719623,0.3490391061758701
Paul Dirac,6,10,0.0014395393474088292,0.0023992322456813818,0.003838771593090211,9.09176189658229e-05,9.9860584807399e-05,0.30473739824285706
Photon,17,23,0.004078694817658349,0.005518234165067178,0.009596928982725527,0.00019120647904554423,0.00040674834134859285,0.32272159009443113
Richard Feynman,20,23,0.0047984644913627635,0.005518234165067178,0.010316698656429943,0.0002004621188351561,0.0005584003403333044,0.3224461662841248
Schizophrenia,18,28,0.004318618042226488,0.0067178502879078695,0.011036468330134356,0.00011338709752248835,0.0002957108592997911,0.3305239889642186
Zionism,9,8,0.002159309021113244,0.0019193857965451055,0.004078694817658349,8.838063947937946e-05,2.3365291001394687e-05,0.3302875814381375
Alberto Santos-Dumont,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,3.8717424589838395e-05,1.5216161648082747e-05,0.363192225573371
Albigensian Crusade,3,5,0.0007197696737044146,0.0011996161228406909,0.0019193857965451055,7.726848441523253e-05,3.785941746703058e-05,0.30716989188736765
Children's Crusade,2,2,0.0004798464491362764,0.0004798464491362764,0.0009596928982725527,6.33351378324694e-05,2.620734419445856e-06,0.270555864672618
"German Crusade, 1096",3,3,0.0007197696737044146,0.0007197696737044146,0.0014395393474088292,5.8580798835076414e-05,1.096439675403184e-06,0.2710499339487435
Albinism,3,5,0.0007197696737044146,0.0011996161228406909,0.0019193857965451055,6.653365566087533e-05,0.00024706350897081575,0.25869957281270367
Chromatophore,1,8,0.0002399232245681382,0.0019193857965451055,0.002159309021113244,5.574871699837377e-05,9.967285613900435e-06,0.20547852453456367
Color blindness,5,6,0.0011996161228406909,0.0014395393474088292,0.00263915547024952,0.0001224070440197026,1.7885179606607065e-05,0.273727763764479
Pigment,18,21,0.004318618042226488,0.005038387715930902,0.00935700575815739,0.0001592069624500821,0.0005756841717978706,0.3303663463621689
Ultraviolet,37,26,0.008877159309021113,0.006238003838771593,0.015115163147792706,0.0003933799400323302,0.0009893803309243478,0.3528020914461872
Albrecht Dürer,7,11,0.0016794625719769674,0.00263915547024952,0.004318618042226488,6.415992585259715e-05,0.00010460402680006795,0.34781225518755415
Paul of Tarsus,6,9,0.0014395393474088292,0.002159309021113244,0.0035988483685220726,6.970935157097052e-05,1.138163437150192e-05,0.327399451491735
Rembrandt,3,11,0.0007197696737044146,0.00263915547024952,0.0033589251439539347,4.5864961419605115e-05,1.9917119141573512e-05,0.3050729382100921
Astrology,25,30,0.005998080614203455,0.007197696737044145,0.013195777351247601,0.0002439352996309861,0.000835293422880971,0.3662649719957773
Ernest Rutherford,7,10,0.0016794625719769674,0.0023992322456813818,0.004078694817658349,0.00011667247834351281,9.776100660275796e-05,0.3147060909613876
Frankenstein,12,14,0.0028790786948176585,0.0033589251439539347,0.006238003838771593,0.00011239087150578361,0.0001428353845501562,0.3189324408898845
Guild,8,13,0.0019193857965451055,0.0031190019193857964,0.005038387715930902,9.094542497718471e-05,0.00010221072568558467,0.3152073293315195
History of science,14,38,0.0033589251439539347,0.009117082533589251,0.012476007677543186,0.0002276426245361705,0.0003076178473442151,0.31544657588129676
Hydrochloric acid,16,22,0.003838771593090211,0.00527831094049904,0.009117082533589251,0.00017101020846732186,0.00017696736603304395,0.3063547572782017
J. K. Rowling,5,13,0.0011996161228406909,0.0031190019193857964,0.004318618042226488,0.0002444461850432879,0.00032602982386422606,0.3461898073499446
John Dee,5,13,0.0011996161228406909,0.0031190019193857964,0.004318618042226488,5.814874648548637e-05,5.207463977116806e-05,0.338189326815533
Mercury (element),32,36,0.007677543186180422,0.008637236084452975,0.016314779270633396,0.0003010280944838674,0.0010037527263314853,0.34921507749231867
Metal,70,43,0.01679462571976967,0.010316698656429943,0.027111324376199616,0.0009448525065037561,0.001640309044347185,0.35982758763948786
Metallurgy,12,17,0.0028790786948176585,0.004078694817658349,0.006957773512476007,0.00017205339083931997,0.0001366696370784208,0.3342992790569566
Nintendo,24,27,0.005758157389635317,0.006477927063339731,0.012236084452975048,0.0007289310549780136,0.0007641637419680944,0.34330155602478807
