,source,target,num_games,min_path_length,max_path_length,mean_path_length,median_path_length,optimal_path_length
405,AIDS,Paris,1,4,4,4.0,4.0,2.0
406,AIDS,Religion,1,4,4,4.0,4.0,2.0
407,AIDS,Saxophone,1,4,4,4.0,4.0,2.0
408,AIDS,Soup,1,4,4,4.0,4.0,3.0
409,AIDS,Steel,1,4,4,4.0,4.0,2.0
410,AIDS,Tony Blair,2,3,10,6.5,6.5,2.0
411,AIDS,Tour de France,8,4,14,6.875,4.5,2.0
412,AIDS,Varanasi,1,5,5,5.0,5.0,3.0
413,AIDS,Wildebeest,1,4,4,4.0,4.0,3.0
414,AK-47,Allegory in the Middle Ages,1,8,8,8.0,8.0,3.0
415,AK-47,Autocracy,1,9,9,9.0,9.0,3.0
416,AK-47,Bay Area Rapid Transit,1,5,5,5.0,5.0,3.0
417,AK-47,California,1,4,4,4.0,4.0,2.0
418,AK-47,Earth,1,4,4,4.0,4.0,2.0
419,AK-47,Katana,1,4,4,4.0,4.0,3.0
420,AK-47,Montreal Metro,1,4,4,4.0,4.0,3.0
421,AK-47,Music of Hungary,1,7,7,7.0,7.0,2.0
422,AK-47,Quantum computer,2,6,6,6.0,6.0,3.0
423,AK-47,Renaissance music,3,6,8,6.666666666666667,6.0,3.0
424,AK-47,Tawny Owl,1,7,7,7.0,7.0,4.0
425,ALCO FA,Alcohol,1,4,4,4.0,4.0,3.0
426,ALCO FA,Auto racing,1,8,8,8.0,8.0,3.0
427,ALCO FA,Civil society,1,13,13,13.0,13.0,3.0
428,ALCO FA,Ethics,2,5,9,7.0,7.0,3.0
429,ALCO FA,Guinness,1,6,6,6.0,6.0,3.0
430,ALCO FA,Humour,1,20,20,20.0,20.0,3.0
431,ALCO FA,Liverpool and Manchester Railway,1,7,7,7.0,7.0,3.0
432,ALCO FA,Sumo,1,4,4,4.0,4.0,3.0
433,ASCII,Avacha Volcano,2,9,12,10.5,10.5,5.0
434,ASCII,Education in the United States,4,4,17,10.5,10.5,3.0
435,ASCII,H.D.,1,9,9,9.0,9.0,4.0
436,ASCII,Milk,7,5,11,6.857142857142857,6.0,4.0
437,ASCII,Netherlands Antilles,1,4,4,4.0,4.0,3.0
438,ASCII,Parthenon,6,6,9,7.166666666666667,7.0,4.0
439,ASCII,Ramesses II,6,6,11,8.666666666666666,8.5,4.0
440,ASCII,"September 11, 2001 attacks",1,12,12,12.0,12.0,3.0
441,ASCII,Swastika,9,6,10,7.888888888888889,8.0,4.0
442,ASCII,Trigonometry,1,3,3,3.0,3.0,2.0
443,ASCII,Western Roman Empire,1,8,8,8.0,8.0,3.0
444,AT&T,Buenos Aires,1,6,6,6.0,6.0,3.0
445,AT&T,Chile,3,4,7,5.333333333333333,5.0,3.0
446,AT&T,"Dallas, Texas",1,2,2,2.0,2.0,1.0
447,AT&T,Ethiopia,1,6,6,6.0,6.0,3.0
448,AT&T,Glacier,1,8,8,8.0,8.0,3.0
449,AT&T,John Millington Synge,1,6,6,6.0,6.0,3.0
450,AT&T,Vegetable,12,4,11,5.416666666666667,4.0,3.0
451,ATLAS experiment,Trojan War,6,5,9,6.5,6.5,4.0
452,Aachen,Brothers Grimm,1,3,3,3.0,3.0,2.0
453,Aachen,Francis Drake,1,4,4,4.0,4.0,3.0
454,Aachen,James Callaghan,1,10,10,10.0,10.0,3.0
455,Aachen,North America,2,4,5,4.5,4.5,2.0
456,Aardvark,Africa,1,2,2,2.0,2.0,1.0
457,Aardvark,Amber,1,4,4,4.0,4.0,2.0
458,Aardvark,Andrew Carnegie,1,37,37,37.0,37.0,3.0
459,Aardvark,Batman,2,4,7,5.5,5.5,3.0
460,Aardvark,Binary star,1,7,7,7.0,7.0,4.0
461,Aardvark,Bluetooth,8,5,21,10.625,9.5,4.0
462,Aardvark,Elementary algebra,1,6,6,6.0,6.0,4.0
463,Aardvark,Erie Canal,1,7,7,7.0,7.0,3.0
464,Aardvark,Nintendo DS,3,8,10,9.0,9.0,4.0
465,Aardvark,Plum,1,3,3,3.0,3.0,2.0
466,Aardvark,Spacecraft propulsion,1,7,7,7.0,7.0,4.0
467,Aardvark,Zeus,1,5,5,5.0,5.0,2.0
468,Aarhus,Aluminium chloride,1,4,4,4.0,4.0,3.0
469,Aarhus,Cretaceous,1,6,6,6.0,6.0,2.0
470,Aarhus,Franks,1,4,4,4.0,4.0,2.0
471,Aarhus,Herring Gull,1,7,7,7.0,7.0,4.0
472,Aarhus,Merseburg Incantations,2,4,5,4.5,4.5,3.0
473,Aarhus,Monaco,1,4,4,4.0,4.0,2.0
474,Aarhus,Mummy,1,11,11,11.0,11.0,3.0
475,Aarhus,Radio telescope,2,5,7,6.0,6.0,3.0
476,Aarhus,Stegosaurus,1,7,7,7.0,7.0,4.0
477,Aarhus,The Rite of Spring,1,5,5,5.0,5.0,3.0
478,Aarhus,Triumph of the Will,1,9,9,9.0,9.0,4.0
479,Aarhus,Tyrannosaurus,3,7,10,8.333333333333334,8.0,3.0
480,Aarhus,Zirconium,2,6,7,6.5,6.5,3.0
481,Abacus,Algebra,1,4,4,4.0,4.0,3.0
482,Abacus,"Charles V, Holy Roman Emperor",1,4,4,4.0,4.0,3.0
483,Abacus,William I of England,1,7,7,7.0,7.0,2.0
484,Abadan,Civilization,1,7,7,7.0,7.0,3.0
485,Abadan,Commodore 64,1,7,7,7.0,7.0,4.0
486,Abadan,Magellanic Penguin,2,8,9,8.5,8.5,4.0
487,Abbadid,Tripoli,2,5,6,5.5,5.5,2.0
488,Abbasid,16th century,1,6,6,6.0,6.0,2.0
489,Abbasid,Bread,1,6,6,6.0,6.0,3.0
490,Abbasid,Das Kapital,1,6,6,6.0,6.0,4.0
491,Abbasid,Dead Sea,3,4,10,6.666666666666667,6.0,3.0
492,Abbasid,Expressionism,1,6,6,6.0,6.0,3.0
493,Abbasid,Football (soccer),1,4,4,4.0,4.0,2.0
494,Abbasid,Google,2,10,10,10.0,10.0,3.0
495,Abbasid,Persian Gulf,1,3,3,3.0,3.0,2.0
496,Abbasid,Plant,3,7,8,7.666666666666667,8.0,3.0
497,Abbey,Ancient Egypt,1,3,3,3.0,3.0,2.0
498,Abbey,Björn Borg,1,15,15,15.0,15.0,3.0
499,Abbey,Citrus,5,5,8,6.0,6.0,3.0
500,Abbey,The Lord of the Rings,2,6,6,6.0,6.0,3.0
501,Abbey Theatre,Mogadishu,1,5,5,5.0,5.0,3.0
502,Abbey Theatre,Neptune,2,5,5,5.0,5.0,3.0
503,Abbot,Bohrium,1,12,12,12.0,12.0,4.0
504,Abbot,Elephant shrew,1,7,7,7.0,7.0,4.0
505,Abbot,HSBC,1,6,6,6.0,6.0,3.0
506,Abbot,PRR GG1,2,8,10,9.0,9.0,4.0
507,Abbot,Sikhism,1,17,17,17.0,17.0,3.0
508,Abbot,Zachary Taylor,2,6,7,6.5,6.5,3.0
509,Abel Tasman,Tony Blair,2,4,6,5.0,5.0,3.0
510,Abel Tasman,Tropical Storm Ana (2003),1,13,13,13.0,13.0,4.0
511,Aberdeen,Alfred Nobel,1,5,5,5.0,5.0,3.0
512,Aberdeen,Bread,1,6,6,6.0,6.0,3.0
513,Aberdeen,Effects of global warming,1,14,14,14.0,14.0,3.0
514,Aberdeen,Oxford,1,4,4,4.0,4.0,2.0
515,Aberdeen,RER,1,5,5,5.0,5.0,3.0
516,Aberdeen,Sparrowhawk,1,8,8,8.0,8.0,3.0
517,Aberdeen,Vampire bat,2,6,10,8.0,8.0,4.0
518,Aberration of light,Pope Pius XII,1,12,12,12.0,12.0,3.0
519,Aberration of light,Sequoia,1,6,6,6.0,6.0,3.0
520,Aberration of light,Sutton Hoo,1,4,4,4.0,4.0,3.0
521,Aberration of light,Swastika,2,5,7,6.0,6.0,3.0
522,Aberystwyth,Dance,1,6,6,6.0,6.0,3.0
523,Aberystwyth,Julius Caesar,1,4,4,4.0,4.0,3.0
524,Aberystwyth,Portugal,1,3,3,3.0,3.0,2.0
525,Abhidhamma Pitaka,"Denver, Colorado",1,5,5,5.0,5.0,4.0
526,Abhidhamma Pitaka,French Guiana,1,5,5,5.0,5.0,4.0
527,Abhidhamma Pitaka,Mozambique,1,9,9,9.0,9.0,3.0
528,Abhidhamma Pitaka,Neil Armstrong,1,7,7,7.0,7.0,4.0
529,Abhidhamma Pitaka,Zulu,2,11,13,12.0,12.0,4.0
530,Abidjan,Angkor,2,9,10,9.5,9.5,3.0
531,Abidjan,Myocardial infarction,2,6,28,17.0,17.0,4.0
532,Abidjan,Writing,1,16,16,16.0,16.0,3.0
533,Abkhazia,Atlantic slave trade,1,6,6,6.0,6.0,3.0
534,Abkhazia,Banana,1,3,3,3.0,3.0,2.0
535,Abkhazia,Crab Nebula,1,20,20,20.0,20.0,3.0
536,Abkhazia,Frederick Douglass,1,7,7,7.0,7.0,3.0
537,Abkhazia,Giza pyramid complex,1,8,8,8.0,8.0,3.0
538,Abkhazia,Henry H. Rogers,1,6,6,6.0,6.0,3.0
539,Abkhazia,Sweden,1,5,5,5.0,5.0,2.0
540,Able Archer 83,Al Jazeera,1,6,6,6.0,6.0,3.0
541,Able Archer 83,Almaty,1,5,5,5.0,5.0,3.0
542,Able Archer 83,Bottlenose Dolphin,1,5,5,5.0,5.0,3.0
543,Able Archer 83,Finland,1,3,3,3.0,3.0,2.0
544,Able Archer 83,James Monroe,1,5,5,5.0,5.0,2.0
545,Able Archer 83,Ming Dynasty,1,6,6,6.0,6.0,3.0
546,Able Archer 83,Miranda Otto,2,7,8,7.5,7.5,4.0
547,Able Archer 83,Poverty,1,10,10,10.0,10.0,2.0
548,Able Archer 83,Space Shuttle Endeavour,1,7,7,7.0,7.0,3.0
549,Able Archer 83,Ununpentium,2,6,11,8.5,8.5,4.0
550,Abraham Lincoln,6th century,1,5,5,5.0,5.0,3.0
551,Abraham Lincoln,Andes,2,7,7,7.0,7.0,2.0
552,Abraham Lincoln,Anglican Church of Australia,1,4,4,4.0,4.0,3.0
553,Abraham Lincoln,Anthropology,1,3,3,3.0,3.0,2.0
554,Abraham Lincoln,Banana,1,10,10,10.0,10.0,3.0
555,Abraham Lincoln,Binoculars,1,11,11,11.0,11.0,4.0
556,Abraham Lincoln,Essential oil,2,7,26,16.5,16.5,3.0
557,Abraham Lincoln,Folk music,2,5,6,5.5,5.5,3.0
558,Abraham Lincoln,Great Wall of China,4,4,8,5.75,5.5,3.0
559,Abraham Lincoln,Jane Austen,1,3,3,3.0,3.0,2.0
560,Abraham Lincoln,Jesus,1,3,3,3.0,3.0,2.0
561,Abraham Lincoln,Liverpool,1,4,4,4.0,4.0,2.0
562,Absinthe,Blue shark,4,7,12,9.75,10.0,4.0
563,Absinthe,Bruce Springsteen,2,6,19,12.5,12.5,3.0
564,Absinthe,Davis Cup,1,4,4,4.0,4.0,3.0
565,Absinthe,M1 motorway,1,5,5,5.0,5.0,4.0
566,Absinthe,Potassium nitrate,1,7,7,7.0,7.0,3.0
567,Absinthe,Salt,2,6,10,8.0,8.0,3.0
568,Absinthe,Southampton,1,9,9,9.0,9.0,3.0
569,Absinthe,Star Wars,1,6,6,6.0,6.0,3.0
570,Absinthe,Warren G. Harding,1,5,5,5.0,5.0,3.0
571,Absolute zero,Adolf Hitler,1,3,3,3.0,3.0,2.0
572,Absolute zero,Electronics,1,5,5,5.0,5.0,2.0
573,Absolute zero,Harlem Globetrotters,1,8,8,8.0,8.0,3.0
574,Absolute zero,Honey bee,5,7,17,10.2,8.0,4.0
575,Absolute zero,Linguistics,1,4,4,4.0,4.0,3.0
576,Absolute zero,London Bridge,3,4,8,5.666666666666667,5.0,3.0
577,Absolute zero,Mango,1,7,7,7.0,7.0,3.0
578,Absolute zero,Namibia,1,4,4,4.0,4.0,2.0
579,Absolute zero,Solar eclipse,1,4,4,4.0,4.0,2.0
580,Abstract art,Adolf Hitler,1,4,4,4.0,4.0,3.0
581,Abstract art,American Civil War,1,7,7,7.0,7.0,3.0
582,Abstract art,Cheese,1,11,11,11.0,11.0,3.0
583,Abstract art,Corn oil,1,26,26,26.0,26.0,5.0
584,Abstract art,Emacs,2,9,9,9.0,9.0,4.0
585,Abstract art,Numismatics,1,8,8,8.0,8.0,4.0
586,Abstract art,Reggaeton,1,5,5,5.0,5.0,3.0
587,Abstract art,Second Crusade,2,6,16,11.0,11.0,3.0
588,Abstract art,Sparrowhawk,1,8,8,8.0,8.0,4.0
589,Abstract art,Universe,1,5,5,5.0,5.0,3.0
590,Abu Dhabi,Brain,1,7,7,7.0,7.0,3.0
591,Abu Dhabi,Craton,1,5,5,5.0,5.0,3.0
592,Abu Dhabi,Das Kapital,1,5,5,5.0,5.0,3.0
593,Abu Dhabi,Education,1,10,10,10.0,10.0,2.0
594,Abu Dhabi,Engineering,2,5,9,7.0,7.0,3.0
595,Abu Dhabi,Indium,1,8,8,8.0,8.0,3.0
596,Abu Dhabi,Jamaica,1,13,13,13.0,13.0,2.0
597,Abu Dhabi,List of countries by system of government,2,5,9,7.0,7.0,2.0
598,Abu Dhabi,Magnetism,1,4,4,4.0,4.0,3.0
599,Abu Dhabi,Pythagoras,3,5,8,6.666666666666667,7.0,3.0
600,Abu Dhabi,The Lord of the Rings,1,4,4,4.0,4.0,3.0
601,Abuja,Bill Clinton,3,5,7,6.0,6.0,3.0
602,Abuja,Emirate,1,7,7,7.0,7.0,3.0
603,Abuja,Internet Explorer,4,6,11,8.5,8.5,4.0
604,Abuja,Lunar eclipse,3,4,8,5.666666666666667,5.0,3.0
605,Abuja,Sand,1,5,5,5.0,5.0,3.0
606,Abuja,Sun Yat-sen,2,6,8,7.0,7.0,3.0
607,Acceleration,Dresden,1,4,4,4.0,4.0,3.0
608,Acceleration,Elephant,1,4,4,4.0,4.0,3.0
609,Acceleration,Hydrogen,3,5,7,6.0,6.0,2.0
610,Acceleration,Martina Navratilova,1,5,5,5.0,5.0,4.0
611,Acceleration,Minnesota,2,4,5,4.5,4.5,3.0
612,Acceleration,Mozilla Firefox,11,6,19,9.090909090909092,7.0,4.0
613,Acceleration,Potassium iodide,3,6,18,10.0,6.0,4.0
614,Acceleration,Surtsey,3,7,15,10.0,8.0,4.0
615,Acceleration,Trout,4,8,11,9.25,9.0,4.0
616,Accountancy,1928 Okeechobee Hurricane,1,9,9,9.0,9.0,4.0
617,Accountancy,Bronze Age,1,4,4,4.0,4.0,2.0
618,Accountancy,Columba,1,25,25,25.0,25.0,3.0
619,Accountancy,Ecuador,1,4,4,4.0,4.0,3.0
620,Accountancy,Eris (dwarf planet),1,5,5,5.0,5.0,4.0
621,Accountancy,Feather,3,6,10,7.666666666666667,7.0,3.0
622,Accountancy,I Want to Hold Your Hand,1,5,5,5.0,5.0,4.0
623,Accountancy,River,1,4,4,4.0,4.0,2.0
624,Accountancy,Sauropodomorpha,1,7,7,7.0,7.0,4.0
625,Accra,Arctic,1,4,4,4.0,4.0,3.0
626,Accra,Astatine,1,8,8,8.0,8.0,4.0
627,Accra,Hassium,1,7,7,7.0,7.0,4.0
628,Accra,Sudan,1,5,5,5.0,5.0,2.0
629,Accra,United States Virgin Islands,1,5,5,5.0,5.0,2.0
630,Accra,Whale,1,9,9,9.0,9.0,3.0
631,Acetic acid,John F. Kennedy,1,4,4,4.0,4.0,2.0
632,Acetic acid,Rail transport,3,5,9,7.0,7.0,3.0
633,Acetic acid,Raphael,1,5,5,5.0,5.0,2.0
634,Acetic acid,Sphere,1,9,9,9.0,9.0,3.0
635,Acetone,Amsterdam,6,5,9,6.5,6.0,3.0
636,Acetone,Astatine,1,4,4,4.0,4.0,3.0
637,Acetone,Guinness,1,4,4,4.0,4.0,3.0
638,Acetone,Ichthyosaur,1,17,17,17.0,17.0,4.0
639,Acetone,Lake Superior,3,5,6,5.666666666666667,6.0,4.0
640,Acetone,Lomé,1,5,5,5.0,5.0,3.0
641,Acetone,Tawny Owl,1,8,8,8.0,8.0,4.0
642,Acetone,Toy,4,6,21,13.75,14.0,3.0
643,Acetone,Vatican City,1,4,4,4.0,4.0,3.0
644,Achilles,Americium,1,10,10,10.0,10.0,4.0
645,Achilles,Bongo (antelope),1,6,6,6.0,6.0,4.0
646,Achilles,Crocodile,1,4,4,4.0,4.0,3.0
647,Achilles,Gold,4,4,7,5.75,6.0,3.0
648,Achilles,Great white shark,4,10,21,13.75,12.0,4.0
649,Achilles,History of Anglo-Saxon England,4,4,7,5.75,6.0,3.0
650,Achilles,Internet,2,5,5,5.0,5.0,3.0
651,Achilles,Nineteen Eighty-Four,2,7,11,9.0,9.0,4.0
652,Achilles,Winston Churchill,12,3,8,5.166666666666667,5.0,2.0
653,Achilles tendon,Great white shark,2,10,10,10.0,10.0,5.0
654,Achilles tendon,Ivory,23,5,17,8.391304347826088,7.0,4.0
655,Achilles tendon,Ocean,40,5,15,6.4,5.0,4.0
656,Acid rain,Abraham Lincoln,2,4,11,7.5,7.5,2.0
657,Acid rain,Akrotiri and Dhekelia,1,5,5,5.0,5.0,3.0
658,Acid rain,Biodiversity,4,3,8,5.75,6.0,2.0
659,Acid rain,Continent,1,4,4,4.0,4.0,2.0
660,Acid rain,Economics,7,4,12,6.571428571428571,6.0,2.0
661,Acid rain,Keira Knightley,2,10,17,13.5,13.5,3.0
662,Acid rain,List of circulating currencies,1,5,5,5.0,5.0,3.0
663,Acid rain,Marxism,1,6,6,6.0,6.0,3.0
664,Acid rain,Tamil language,1,5,5,5.0,5.0,2.0
665,Acid rain,Tropical cyclone,1,16,16,16.0,16.0,2.0
666,Acid rain,Winston Churchill,2,3,5,4.0,4.0,2.0
667,Acorn Computers,Cameroon,2,5,7,6.0,6.0,3.0
668,Acorn Computers,Church of England,1,3,3,3.0,3.0,2.0
669,Acorn Computers,Henry Ford,1,4,4,4.0,4.0,3.0
670,Acorn Computers,New York City,3,5,7,6.0,6.0,3.0
671,Acorn Computers,Ordination of women,1,6,6,6.0,6.0,3.0
672,Actinium,Caspian Sea,3,4,7,5.666666666666667,6.0,3.0
673,Actinium,Measurement,1,6,6,6.0,6.0,3.0
674,Actinium,Moscow,1,4,4,4.0,4.0,3.0
675,Actinium,Seoul,4,6,9,7.5,7.5,3.0
676,Actinium,Statistics,1,6,6,6.0,6.0,3.0
677,Actinium,Strontium,1,3,3,3.0,3.0,2.0
678,Actinium,Tamil language,1,4,4,4.0,4.0,3.0
679,Actinium,Ziad Jarrah,1,6,6,6.0,6.0,4.0
680,Action potential,Alzheimer's disease,1,5,5,5.0,5.0,3.0
681,Action potential,Bible,2,5,9,7.0,7.0,3.0
682,Action potential,Calvin and Hobbes,2,6,10,8.0,8.0,4.0
683,Action potential,Color blindness,4,8,22,13.25,11.5,3.0
684,Action potential,Pyramid,1,7,7,7.0,7.0,4.0
685,Action potential,The Simpsons,1,14,14,14.0,14.0,4.0
686,Actor,Aral Sea,2,5,12,8.5,8.5,3.0
687,Actor,Canterbury Cathedral,2,5,23,14.0,14.0,3.0
688,Actor,Dingo,2,5,7,6.0,6.0,3.0
689,Actor,Egyptian pyramids,3,5,17,9.333333333333334,6.0,3.0
690,Actor,Emirate,1,8,8,8.0,8.0,3.0
691,Actor,Food,1,9,9,9.0,9.0,3.0
692,Actor,Lille,1,5,5,5.0,5.0,3.0
693,Actor,Norse mythology,3,7,12,10.0,11.0,3.0
694,Actor,Seaborgium,2,7,10,8.5,8.5,4.0
695,Acts of Union 1707,El Niño-Southern Oscillation,1,8,8,8.0,8.0,3.0
696,Acts of Union 1707,Malta,1,4,4,4.0,4.0,3.0
697,Adam Smith,Maize,1,5,5,5.0,5.0,3.0
698,Adam Smith,Piano,1,6,6,6.0,6.0,3.0
699,Adam Smith,Plains Zebra,3,8,34,18.0,12.0,4.0
700,Adam Smith,Plant,4,5,10,7.25,7.0,3.0
701,Adam Smith,Shinto,1,7,7,7.0,7.0,3.0
702,Addis Ababa,Beriberi,2,9,11,10.0,10.0,4.0
703,Addis Ababa,King Arthur,2,5,5,5.0,5.0,3.0
704,Addis Ababa,Latin America,2,4,5,4.5,4.5,3.0
705,Adelaide,Automobile,2,5,9,7.0,7.0,2.0
706,Adelaide,Korea,1,14,14,14.0,14.0,2.0
707,Adelaide,Mammal,3,3,7,4.333333333333333,3.0,2.0
708,Adelaide,Philosophy,2,5,19,12.0,12.0,3.0
709,Adelaide,Rubidium,1,4,4,4.0,4.0,3.0
710,Adelaide,Tower of London,1,4,4,4.0,4.0,3.0
711,Adenosine triphosphate,African Grey Parrot,1,9,9,9.0,9.0,4.0
712,Adenosine triphosphate,Battle of France,1,7,7,7.0,7.0,4.0
713,Adenosine triphosphate,Coal,1,3,3,3.0,3.0,2.0
714,Adenosine triphosphate,DVD,1,8,8,8.0,8.0,3.0
715,Adenosine triphosphate,Finance,1,4,4,4.0,4.0,3.0
716,Adenosine triphosphate,House Sparrow,1,7,7,7.0,7.0,4.0
717,Adenosine triphosphate,Italy,2,4,5,4.5,4.5,2.0
718,Adenosine triphosphate,Pound sterling,1,4,4,4.0,4.0,3.0
719,Adenosine triphosphate,Probability theory,1,5,5,5.0,5.0,4.0
720,Adenosine triphosphate,Water,1,3,3,3.0,3.0,2.0
721,Adolf Hitler,Alphabet,3,5,7,6.0,6.0,2.0
722,Adolf Hitler,Ant,2,10,11,10.5,10.5,3.0
723,Adolf Hitler,Banana,1,7,7,7.0,7.0,3.0
724,Adolf Hitler,Byzantine Empire,1,3,3,3.0,3.0,2.0
725,Adolf Hitler,Communism,1,2,2,2.0,2.0,1.0
726,Adolf Hitler,Computer and video games,1,4,4,4.0,4.0,3.0
727,Adolf Hitler,Confucius,2,4,5,4.5,4.5,2.0
728,Adolf Hitler,Fidel Castro,1,6,6,6.0,6.0,2.0
729,Adolf Hitler,Germany,7,2,2,2.0,2.0,1.0
730,Adolf Hitler,God,2,3,5,4.0,4.0,2.0
731,Adolf Hitler,Henry Ford,1,6,6,6.0,6.0,2.0
732,Adolf Hitler,History,1,3,3,3.0,3.0,2.0
733,Adolf Hitler,IPod,2,9,15,12.0,12.0,3.0
734,Adolf Hitler,India,1,2,2,2.0,2.0,1.0
735,Adolf Hitler,Jesus,15,4,6,4.6,5.0,2.0
736,Adolf Hitler,Jew,1,2,2,2.0,2.0,1.0
737,Adolf Hitler,Joseph Stalin,1,3,3,3.0,3.0,1.0
738,Adolf Hitler,Luxembourg,1,4,4,4.0,4.0,1.0
739,Adolf Hitler,Mahatma Gandhi,2,5,8,6.5,6.5,2.0
740,Adolf Hitler,Microsoft,1,5,5,5.0,5.0,2.0
741,Adolf Hitler,Milk,5,5,7,6.0,6.0,3.0
742,Adolf Hitler,National Hockey League,1,6,6,6.0,6.0,3.0
743,Adolf Hitler,Nazi Germany,4,2,2,2.0,2.0,1.0
744,Adolf Hitler,Nintendo,5,5,8,7.2,8.0,3.0
745,Adolf Hitler,Norway,2,4,7,5.5,5.5,1.0
746,Adolf Hitler,Pakistan,1,5,5,5.0,5.0,2.0
747,Adolf Hitler,Philosophy,1,22,22,22.0,22.0,2.0
748,Adolf Hitler,Pope Benedict XVI,1,3,3,3.0,3.0,2.0
749,Adolf Hitler,Rainbow,1,10,10,10.0,10.0,3.0
750,Adolf Hitler,Rapping,1,7,7,7.0,7.0,3.0
751,Adolf Hitler,Science,2,4,6,5.0,5.0,2.0
752,Adolf Hitler,Spanish Inquisition,1,3,3,3.0,3.0,2.0
753,Adolf Hitler,Super Mario Bros.,6,5,9,6.833333333333333,7.0,4.0
754,Adolf Hitler,Suriname,2,3,10,6.5,6.5,2.0
755,Adolf Hitler,Tiger shark,1,10,10,10.0,10.0,4.0
756,Adolf Hitler,Ultraviolet,2,4,9,6.5,6.5,3.0
757,Adolf Hitler,University of Bristol,2,7,11,9.0,9.0,2.0
758,Adolf Hitler,Uzbekistan,1,4,4,4.0,4.0,2.0
759,Adolf Hitler,Winston Churchill,2,3,3,3.0,3.0,1.0
760,Adolf Hitler,Zeus,1,3,3,3.0,3.0,2.0
761,Advertising,Amazon parrot,1,12,12,12.0,12.0,4.0
762,Advertising,Dolphin,1,6,6,6.0,6.0,3.0
763,Advertising,Leif Ericson,2,5,6,5.5,5.5,3.0
764,Advertising,Multiculturalism,1,3,3,3.0,3.0,2.0
765,Advertising,Stonehenge,2,6,13,9.5,9.5,3.0
766,Advertising,United States,1,2,2,2.0,2.0,1.0
767,Aesthetics,British East India Company,1,4,4,4.0,4.0,2.0
768,Aesthetics,DVD,1,4,4,4.0,4.0,3.0
769,Aesthetics,Munich,1,3,3,3.0,3.0,2.0
770,Aesthetics,Neptunium,2,6,9,7.5,7.5,4.0
771,Aesthetics,Northern Mariana Islands,1,4,4,4.0,4.0,3.0
772,Afghan Hound,Aberration of light,1,11,11,11.0,11.0,4.0
773,Afghan Hound,Chew Valley,1,7,7,7.0,7.0,5.0
774,Afghan Hound,Geometry,1,10,10,10.0,10.0,4.0
775,Afghan Hound,Owl,3,5,8,6.0,5.0,2.0
776,Afghan Hound,Ukraine,1,3,3,3.0,3.0,2.0
777,Afghanistan,Condoleezza Rice,2,4,8,6.0,6.0,2.0
778,Afghanistan,"Miami, Florida",1,4,4,4.0,4.0,2.0
779,Afghanistan,Polonium,1,4,4,4.0,4.0,3.0
780,Africa,AIDS,1,3,3,3.0,3.0,2.0
781,Africa,Americium,2,5,5,5.0,5.0,3.0
782,Africa,Australia,1,3,3,3.0,3.0,2.0
783,Africa,Differential equation,14,4,24,7.642857142857143,5.5,3.0
784,Africa,England,30,3,8,4.333333333333333,4.0,2.0
785,Africa,Hampstead Heath,3,5,12,7.333333333333333,5.0,3.0
786,Africa,History,1,3,3,3.0,3.0,2.0
787,Africa,Lake Mead,1,7,7,7.0,7.0,3.0
788,Africa,Mexico,1,4,4,4.0,4.0,2.0
789,Africa,Pac-Man,1,6,6,6.0,6.0,3.0
790,Africa,Potato,5,3,6,4.6,5.0,2.0
791,Africa,Poverty,1,2,2,2.0,2.0,1.0
792,Africa,Sauropodomorpha,1,5,5,5.0,5.0,3.0
793,Africa,Sleep,7,3,17,7.285714285714286,5.0,2.0
794,Africa,Solar System,1,3,3,3.0,3.0,2.0
795,Africa,Sun,3,4,5,4.333333333333333,4.0,2.0
796,Africa,Temperate,1,6,6,6.0,6.0,1.0
797,Africa,Vietnam,1,4,4,4.0,4.0,2.0
798,African American literature,Christianity,1,3,3,3.0,3.0,2.0
799,African American literature,Cider,1,7,7,7.0,7.0,3.0
800,African American literature,Democratic Action Party,6,5,11,8.166666666666666,8.0,4.0
801,African American literature,Gabon,1,9,9,9.0,9.0,2.0
802,African American literature,La Paz,1,5,5,5.0,5.0,3.0
803,African American literature,"National Gallery, London",1,7,7,7.0,7.0,3.0
804,African American literature,Pac-Man,1,7,7,7.0,7.0,4.0
805,African American literature,Saturn V,2,4,5,4.5,4.5,3.0
806,African American literature,Spain,1,3,3,3.0,3.0,2.0
807,African American literature,Tibet,1,4,4,4.0,4.0,3.0
808,African American literature,Uganda,1,3,3,3.0,3.0,2.0
809,African Brush-tailed Porcupine,Mississippi River,3,4,6,5.333333333333333,6.0,3.0
810,African Buffalo,Atonality,1,8,8,8.0,8.0,3.0
811,African Buffalo,Jesus,2,4,5,4.5,4.5,2.0
812,African Buffalo,Monaco Grand Prix,2,7,8,7.5,7.5,4.0
813,African Buffalo,Sri Lankan Civil War,1,7,7,7.0,7.0,3.0
814,African Buffalo,Trans-Siberian Railway,1,14,14,14.0,14.0,4.0
815,African Darter,Aircraft,1,7,7,7.0,7.0,3.0
816,African Darter,Anne Frank,1,6,6,6.0,6.0,3.0
817,African Darter,Montreal,2,5,6,5.5,5.5,3.0
818,African Darter,Supermarine Spitfire,1,6,6,6.0,6.0,3.0
819,African Great Lakes,Bison,1,5,5,5.0,5.0,2.0
820,African Great Lakes,Bongo (antelope),1,5,5,5.0,5.0,4.0
821,African Great Lakes,Makuria,1,5,5,5.0,5.0,3.0
