node,in_degree,out_degree,in_degree_centrality,out_degree_centrality,degree_centrality,pagerank,betweenness_centrality,closeness_centrality
12th century,13,14,0.003233830845771144,0.0034825870646766166,0.006716417910447761,0.0002913087388816334,0.0006238607840206256,0.3305505288257051
19th century,111,76,0.02761194029850746,0.01890547263681592,0.04651741293532338,0.0021083731552727068,0.012299005526233548,0.4057336489029861
1st century,15,13,0.0037313432835820895,0.003233830845771144,0.006965174129353233,0.0002732882481021102,0.00018197616816962716,0.329840782872326
Civilization,32,51,0.007960199004975124,0.012686567164179104,0.02064676616915423,0.0013082574613134904,0.0018144832583313348,0.35853160141840174
First Crusade,6,6,0.0014925373134328356,0.0014925373134328356,0.0029850746268656712,0.0001124496000116295,1.3242967021874802e-05,0.313430278568704
Macbeth of Scotland,4,4,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,7.587606173307524e-05,7.11376714375662e-05,0.31031326546507615
13th century,21,16,0.005223880597014925,0.003980099502487562,0.009203980099502487,0.00037065686999437734,0.0004420233034119944,0.31995850675326404
1st century BC,16,15,0.003980099502487562,0.0037313432835820895,0.007711442786069651,0.0003544777557489572,0.00019670782142303084,0.33156583428532255
20th century,143,68,0.03557213930348258,0.01691542288557214,0.052487562189054725,0.002728801638889063,0.012899497966475704,0.4075137271503923
Domesday Book,6,6,0.0014925373134328356,0.0014925373134328356,0.0029850746268656712,0.00012474997874508688,6.447870616042345e-05,0.32759531166346745
Francis of Assisi,2,4,0.0004975124378109452,0.0009950248756218905,0.0014925373134328356,7.414542915036801e-05,9.161735834805826e-05,0.24833936702114004
Hungary,18,18,0.004477611940298507,0.004477611940298507,0.008955223880597014,0.0002630950439949811,0.0006953273398423327,0.3541759368449938
Iceland,30,23,0.007462686567164179,0.0057213930348258705,0.01318407960199005,0.000699015962072877,0.0012432158526228302,0.35705721793321965
Mongol Empire,8,8,0.001990049751243781,0.001990049751243781,0.003980099502487562,0.00013076882702746338,4.064947771352248e-05,0.302510190093236
Second Crusade,2,4,0.0004975124378109452,0.0009950248756218905,0.0014925373134328356,5.971526962941976e-05,2.145656443596544e-05,0.25092932335245305
14th century,19,21,0.00472636815920398,0.005223880597014925,0.009950248756218905,0.0003517398275819521,0.0009787923306315916,0.33535197647363524
China,169,84,0.04203980099502487,0.0208955223880597,0.06293532338308458,0.0032335293221869067,0.01721308924211332,0.4228736939969291
Coal,39,27,0.009701492537313432,0.006716417910447761,0.016417910447761194,0.000666280794027258,0.002276091970787656,0.3740790521495734
Dante Alighieri,11,10,0.0027363184079601988,0.0024875621890547263,0.005223880597014925,0.00016568207431337075,0.00021417900221056043,0.33902402510830953
Europe,413,147,0.10273631840796019,0.036567164179104474,0.13930348258706468,0.012314598772078864,0.05265398712581268,0.48400897234621854
Genghis Khan,4,6,0.0009950248756218905,0.0014925373134328356,0.0024875621890547263,7.190982717911652e-05,1.643786357442291e-05,0.2655789640136309
Iran,41,33,0.010199004975124378,0.008208955223880597,0.018407960199004973,0.0007049500226810625,0.0018330168034412244,0.376016008265957
Islam,70,41,0.017412935323383085,0.010199004975124378,0.02761194029850746,0.0014476186479404438,0.005054083809553605,0.4047468625659703
Norse mythology,17,16,0.004228855721393035,0.003980099502487562,0.008208955223880597,0.0006395854919238061,0.0006377922209068008,0.31741572278478863
Stockholm,7,4,0.0017412935323383083,0.0009950248756218905,0.0027363184079601988,0.00016908507205188434,0.00023368473046950328,0.29710942794026596
Thomas Aquinas,7,5,0.0017412935323383083,0.0012437810945273632,0.0029850746268656712,0.00010468726938512595,0.00011223970954354593,0.2757554570423222
Viking,33,35,0.008208955223880597,0.008706467661691543,0.01691542288557214,0.0007296848418245765,0.0021112218051366947,0.35744066939332336
15th century,28,33,0.006965174129353233,0.008208955223880597,0.015174129353233829,0.0005377398136560815,0.0016451818263337817,0.34464078348442445
Abacus,7,8,0.0017412935323383083,0.001990049751243781,0.0037313432835820895,0.00015008429414150793,0.00016545096723569733,0.3224382045532409
Aztec,12,11,0.0029850746268656712,0.0027363184079601988,0.0057213930348258705,0.00019965013841407905,0.00023193891641637847,0.31057869671858435
Black Death,19,22,0.00472636815920398,0.0054726368159203976,0.010199004975124378,0.0003703029371867831,0.0011877879012659432,0.3463442629033121
Buddha,10,11,0.0024875621890547263,0.0027363184079601988,0.005223880597014925,0.0001828325315160267,0.0008710207113308663,0.31069949745632014
Christianity,129,62,0.03208955223880597,0.015422885572139302,0.047512437810945274,0.004023415133003387,0.00962279188302822,0.4123520586207924
Edward III of England,9,10,0.0022388059701492534,0.0024875621890547263,0.00472636815920398,0.00017823818816555467,0.00012708222142522675,0.27270531474812204
Guild,6,11,0.0014925373134328356,0.0027363184079601988,0.004228855721393035,0.00014560092729120917,0.00029418496915533483,0.2941337388468219
Ibn Battuta,1,2,0.0002487562189054726,0.0004975124378109452,0.0007462686567164178,4.2601247635836995e-05,2.2321428391777425e-06,0.25094508920589315
Italy,161,77,0.040049751243781094,0.019154228855721392,0.059203980099502486,0.0035886548493646855,0.014082141120376786,0.43085674647259925
Niger,6,9,0.0014925373134328356,0.0022388059701492534,0.0037313432835820895,8.942939487900704e-05,6.800020739866886e-05,0.30975973629602876
Ottoman Empire,45,37,0.011194029850746268,0.009203980099502487,0.020398009950248756,0.0006500092729454013,0.0015529663799596892,0.3623371169192593
Renaissance,53,46,0.01318407960199005,0.011442786069651741,0.02462686567164179,0.0014221933440406202,0.0032402187895995862,0.3715042358665236
Art,66,57,0.016417910447761194,0.01417910447761194,0.03059701492537313,0.00200503028982382,0.005503120859871137,0.37060796509241856
Battle of Grunwald,2,4,0.0004975124378109452,0.0009950248756218905,0.0014925373134328356,5.5738688910390886e-05,3.2998038737608475e-06,0.2638072681506602
Beijing,17,18,0.004228855721393035,0.004477611940298507,0.008706467661691543,0.0003803460142891108,0.00031070614180974635,0.32508888489345555
Christopher Columbus,30,25,0.007462686567164179,0.006218905472636815,0.013681592039800993,0.0009235508728529548,0.0012074275014179424,0.3636898597524126
English language,215,72,0.053482587064676616,0.017910447761194027,0.07139303482587064,0.0057790787959554595,0.019416334508224872,0.4459627110094903
Henry V of England,3,2,0.0007462686567164178,0.0004975124378109452,0.0012437810945273632,7.021114955734766e-05,0.0002533017687228331,0.25698378843141134
Holy Roman Empire,36,37,0.008955223880597014,0.009203980099502487,0.0181592039800995,0.0010430153422082806,0.0017702863231321216,0.3830847918474003
India,188,80,0.046766169154228855,0.01990049751243781,0.06666666666666667,0.005011675252052295,0.01885239065687796,0.4330054249567427
Indian Ocean,40,35,0.009950248756218905,0.008706467661691543,0.018656716417910446,0.00109376802739705,0.0023255245084663097,0.36349126681843785
Jew,63,40,0.015671641791044775,0.009950248756218905,0.02562189054726368,0.0011470576063679872,0.003890273418535711,0.39820957525433653
Joan of Arc,4,6,0.0009950248756218905,0.0014925373134328356,0.0024875621890547263,8.120816451951947e-05,0.00010020589440940511,0.3107236688813595
Korea,11,7,0.0027363184079601988,0.0017412935323383083,0.004477611940298507,0.00016369437837956746,0.00014147788593147465,0.3273536627982129
Leonardo da Vinci,21,22,0.005223880597014925,0.0054726368159203976,0.010696517412935322,0.0004985807671012935,0.0009425137125472509,0.31683658891012173
Maize,27,30,0.006716417910447761,0.007462686567164179,0.01417910447761194,0.0007623518848604146,0.0019358712285758176,0.3611249583906867
North America,204,68,0.050746268656716415,0.01691542288557214,0.06766169154228856,0.006297633268238383,0.017049016158035862,0.4276276273876869
Richard III of England,5,7,0.0012437810945273632,0.0017412935323383083,0.0029850746268656712,0.00014611911370638863,0.0002327088057544718,0.2967782761035068
Spain,110,62,0.027363184079601987,0.015422885572139302,0.04278606965174129,0.0021453747481029856,0.008010636783783262,0.40622884863720454
Spanish Inquisition,6,12,0.0014925373134328356,0.0029850746268656712,0.004477611940298507,0.0001672402072355139,3.67987874121954e-05,0.3149875425710564
Zheng He,1,1,0.0002487562189054726,0.0002487562189054726,0.0004975124378109452,4.4709993680000176e-05,3.258665153888145e-07,0.25614327196825465
16 Cygni,0,1,0.0,0.0002487562189054726,0.0002487562189054726,3.7436998209288975e-05,0.0,0.0
Sun,73,53,0.0181592039800995,0.01318407960199005,0.03134328358208955,0.001277715223861371,0.005798298033494196,0.3476405291845239
16 Cygni Bb,0,2,0.0,0.0004975124378109452,0.0004975124378109452,3.7436998209288975e-05,0.0,0.0
Water,99,67,0.02462686567164179,0.016666666666666666,0.04129353233830846,0.0020656696343179337,0.008735732122535714,0.3636236380008189
17th century,27,26,0.006716417910447761,0.006467661691542288,0.01318407960199005,0.0005547598895257415,0.0008920292903168987,0.3444624441398012
5th century,13,19,0.003233830845771144,0.00472636815920398,0.007960199004975124,0.00032724903348436193,0.00020767448924199498,0.31595934180847995
Amazon River,9,10,0.0022388059701492534,0.0024875621890547263,0.00472636815920398,0.00021497393890822027,6.473396691680916e-05,0.3037987403819119
Amsterdam,13,9,0.003233830845771144,0.0022388059701492534,0.0054726368159203976,0.0002616425259281819,0.0003721359852483317,0.3356337848572265
Egypt,109,57,0.027114427860696514,0.01417910447761194,0.04129353233830846,0.002099795617897551,0.006164058907694858,0.38371044670967386
Galileo Galilei,23,24,0.0057213930348258705,0.0059701492537313425,0.011691542288557214,0.00033546784861273205,0.00123475223605578,0.32889015479257205
Jacques Cartier,2,3,0.0004975124378109452,0.0007462686567164178,0.0012437810945273632,7.332347091697293e-05,1.0658134401474537e-05,0.29744131961580245
Martin Luther,14,12,0.0034825870646766166,0.0029850746268656712,0.006467661691542288,0.0003568768112318001,0.00023335490339408877,0.32772971525404077
Mathematics,68,54,0.01691542288557214,0.013432835820895522,0.030348258706467658,0.0017785226114976787,0.0055500349869435,0.35489977250764126
Middle Ages,108,65,0.026865671641791045,0.01616915422885572,0.04303482587064676,0.0022903450559414807,0.0074683051625694715,0.394707188437691
Netherlands,69,56,0.017164179104477612,0.013930348258706466,0.031094527363184077,0.0016763281588316544,0.006059659542739735,0.4058985812805889
Spanish Armada,4,11,0.0009950248756218905,0.0027363184079601988,0.0037313432835820895,9.597073427695883e-05,7.187083708608909e-05,0.30007828999256164
William Shakespeare,61,25,0.015174129353233829,0.006218905472636815,0.021393034825870644,0.001835145469062328,0.003162478495597979,0.37136606599730315
William the Silent,1,1,0.0002487562189054726,0.0002487562189054726,0.0004975124378109452,4.71332694747335e-05,9.60344048082343e-07,0.2522765310637314
1755 Lisbon earthquake,2,2,0.0004975124378109452,0.0004975124378109452,0.0009950248756218905,6.713619237391713e-05,1.9328934721251557e-06,0.2684168037500669
North Africa,44,31,0.010945273631840795,0.007711442786069651,0.018656716417910446,0.0014637149872739335,0.0018152502473186393,0.38954862379800986
18th century,41,33,0.010199004975124378,0.008208955223880597,0.018407960199004973,0.0007846842624472036,0.0031500733539815587,0.3569933893279402
Bible,56,24,0.013930348258706466,0.0059701492537313425,0.01990049751243781,0.0014428930315826879,0.0016383284192919114,0.3483378719519445
Charles II of England,14,11,0.0034825870646766166,0.0027363184079601988,0.006218905472636815,0.00034457158947008305,0.00036803324658792443,0.3285925166434385
Constitutional monarchy,26,22,0.006467661691542288,0.0054726368159203976,0.011940298507462685,0.0006848615752174999,0.0008955218682973238,0.36339205166054
Elizabeth I of England,18,20,0.004477611940298507,0.004975124378109453,0.00945273631840796,0.0003388605410974818,0.000507648287035923,0.31196141840201475
Isaac Newton,34,32,0.00845771144278607,0.007960199004975124,0.016417910447761194,0.0007285561284149041,0.0014099248214212918,0.32561894992670753
Japan,153,80,0.03805970149253731,0.01990049751243781,0.05796019900497512,0.0032123270401133324,0.014877415218366783,0.4244916611543198
John Milton,4,5,0.0009950248756218905,0.0012437810945273632,0.0022388059701492534,8.380157629066592e-05,2.1510662654526987e-05,0.3154602353527364
Religious Society of Friends,4,5,0.0009950248756218905,0.0012437810945273632,0.0022388059701492534,0.00011450650951454048,3.4261349763086884e-05,0.35180498897216556
Russia,133,77,0.03308457711442786,0.019154228855721392,0.05223880597014925,0.003473009299101853,0.012365914859223075,0.41647987901991607
Steel,40,32,0.009950248756218905,0.007960199004975124,0.017910447761194027,0.0007887330922941149,0.0030896739814675316,0.3821684087456698
Tea,13,16,0.003233830845771144,0.003980099502487562,0.007213930348258706,0.0003082247855729567,0.0003112136129114551,0.3272195674095523
William III of England,7,8,0.0017412935323383083,0.001990049751243781,0.0037313432835820895,0.00023023469556128593,5.60512134625539e-05,0.2755842158145998
1896 Summer Olympics,4,12,0.0009950248756218905,0.0029850746268656712,0.003980099502487562,0.00035387880674181307,2.84140387813135e-05,0.29759645628500075
Athletics (track and field),8,7,0.001990049751243781,0.0017412935323383083,0.0037313432835820895,0.0003634472732221881,2.5533545945276533e-05,0.30542494760273725
Australia,160,75,0.03980099502487562,0.018656716417910446,0.05845771144278607,0.0033122704533921406,0.016318213466893487,0.40872309044218125
British Empire,73,65,0.0181592039800995,0.01616915422885572,0.034328358208955224,0.0030822996800041707,0.007785367416515008,0.41273556265381783
Football (soccer),63,34,0.015671641791044775,0.00845771144278607,0.024129353233830843,0.001668947993180257,0.003183197254465913,0.3997639915725148
Greece,74,42,0.018407960199004973,0.01044776119402985,0.028855721393034824,0.0014885959814337016,0.005502727309947012,0.40226025176764985
Greek War of Independence,5,6,0.0012437810945273632,0.0014925373134328356,0.0027363184079601988,9.388324162845911e-05,2.4736799732706587e-05,0.2964038619518364
London,189,87,0.04701492537313433,0.021641791044776117,0.06865671641791045,0.005042883722359206,0.01896684220020426,0.40417345069833993
Olympic Games,36,46,0.008955223880597014,0.011442786069651741,0.020398009950248756,0.002116680978036528,0.003567652396897499,0.39388974751489103
Roman Catholic Church,82,51,0.020398009950248756,0.012686567164179104,0.03308457711442786,0.0023840984803257916,0.006298765469696003,0.36995572802899174
Roman Empire,99,60,0.02462686567164179,0.014925373134328358,0.03955223880597015,0.002920386929630717,0.006182689055814537,0.3892069810759106
Sport,45,26,0.011194029850746268,0.006467661691542288,0.017661691542288555,0.002925694971689079,0.0018968062418650991,0.3826443801303885
8th century,8,13,0.001990049751243781,0.003233830845771144,0.005223880597014925,0.000171728641666508,0.00014227418564388515,0.30633855190987846
California,113,48,0.028109452736318406,0.011940298507462685,0.040049751243781094,0.003643301052380121,0.00729581286176026,0.39556720211953994
Carolus Linnaeus,31,24,0.007711442786069651,0.0059701492537313425,0.013681592039800993,0.0004786869859111517,0.0007082482248511482,0.3295958111735431
Catherine II of Russia,1,4,0.0002487562189054726,0.0009950248756218905,0.0012437810945273632,4.658788425868308e-05,8.01461283574569e-07,0.26288699004811394
Currency,37,22,0.009203980099502487,0.0054726368159203976,0.014676616915422885,0.0009230395038972702,0.0026406510655044104,0.3949023175599165
Delhi,6,5,0.0014925373134328356,0.0012437810945273632,0.0027363184079601988,0.00015937959746716498,6.070972941571981e-05,0.3073049195815184
Emanuel Swedenborg,2,3,0.0004975124378109452,0.0007462686567164178,0.0012437810945273632,5.362030863724449e-05,1.0271370911483128e-05,0.26370276243239105
French Revolution,25,16,0.006218905472636815,0.003980099502487562,0.010199004975124378,0.0007899358562714424,0.0006297225882316471,0.34888557300847267
Glorious Revolution,10,11,0.0024875621890547263,0.0027363184079601988,0.005223880597014925,0.00021396508158088505,0.0002774727515041112,0.3283763906767241
Industrial Revolution,56,49,0.013930348258706466,0.012189054726368158,0.026119402985074626,0.001979600087612232,0.005710495062274135,0.4083887566258686
Jean-Jacques Rousseau,6,10,0.0014925373134328356,0.0024875621890547263,0.003980099502487562,0.00012593891592294908,4.5234128262766274e-05,0.30191564289069434
Joseph Haydn,3,5,0.0007462686567164178,0.0012437810945273632,0.001990049751243781,0.00010558670918577192,1.2563365703455442e-05,0.2702694572879277
Louis XIV of France,8,8,0.001990049751243781,0.001990049751243781,0.003980099502487562,0.00018647994340643875,0.00017834721112195692,0.3217109979702775
Missouri River,12,11,0.0029850746268656712,0.0027363184079601988,0.0057213930348258705,0.0002778118338875804,0.0002988238912115152,0.3501702647554792
Napoleon I of France,23,19,0.0057213930348258705,0.00472636815920398,0.01044776119402985,0.00038075038625083683,0.0010434412566828748,0.3491905962406885
Piano,13,13,0.003233830845771144,0.003233830845771144,0.006467661691542288,0.00026777579290476836,0.000312517034566896,0.29744131961580245
Smallpox,16,16,0.003980099502487562,0.003980099502487562,0.007960199004975124,0.000318413055454706,0.0011123634761104372,0.33707840659979704
South Africa,86,62,0.021393034825870644,0.015422885572139302,0.036815920398009946,0.0019983589437155436,0.00805113830778798,0.38784638180238834
South America,106,55,0.0263681592039801,0.013681592039800993,0.040049751243781094,0.00199441489401038,0.007020287421234865,0.37879761378992743
Thomas Gainsborough,2,2,0.0004975124378109452,0.0004975124378109452,0.0009950248756218905,5.959185247638273e-05,6.0809840970444075e-06,0.26651821965841416
United States,914,304,0.227363184079602,0.07562189054726368,0.30298507462686564,0.03513448761402545,0.1722358858700961,0.5267100144798886
William Hogarth,1,1,0.0002487562189054726,0.0002487562189054726,0.0004975124378109452,4.658788425868308e-05,7.196756939765206e-07,0.2629216009348295
1928 Okeechobee Hurricane,3,5,0.0007462686567164178,0.0012437810945273632,0.001990049751243781,0.00010949101348526279,3.435035818070195e-05,0.2819456473105319
Atlantic Ocean,111,69,0.02761194029850746,0.017164179104477612,0.04477611940298507,0.004429971499340025,0.011981350158234783,0.4202485311238421
Hurricane Katrina,20,18,0.004975124378109453,0.004477611940298507,0.00945273631840796,0.0006466096967346218,0.0007883942205746436,0.3536428227201165
Tropical cyclone,45,33,0.011194029850746268,0.008208955223880597,0.019402985074626865,0.0013903851820099714,0.0026081176829791065,0.33913917294735463
Wikipedia Text of the GNU Free Documentation License,74,21,0.018407960199004973,0.005223880597014925,0.0236318407960199,0.0007309951907969206,0.0037363336521115302,0.3655873720641643
1973 oil crisis,4,6,0.0009950248756218905,0.0014925373134328356,0.0024875621890547263,7.671832456935214e-05,2.2991924360798422e-05,0.2931622166618464
Gold,36,34,0.008955223880597014,0.00845771144278607,0.017412935323383085,0.0005717342917103817,0.002575793012087847,0.33569020337880273
Richard Nixon,18,20,0.004477611940298507,0.004975124378109453,0.00945273631840796,0.0002982512084479923,0.00045731231609867515,0.3208065895422486
Syria,12,13,0.0029850746268656712,0.003233830845771144,0.006218905472636815,0.00018662611201776053,0.00024432219613070765,0.3430423464571841
United Kingdom,440,164,0.10945273631840795,0.04079601990049751,0.15024875621890546,0.014805558009053907,0.06174666273085528,0.47850030427710494
Yom Kippur War,5,6,0.0012437810945273632,0.0014925373134328356,0.0027363184079601988,9.05016827876146e-05,1.472343892688699e-05,0.2923254072898335
1980 eruption of Mount St. Helens,0,4,0.0,0.0009950248756218905,0.0009950248756218905,3.7436998209288975e-05,0.0,0.0
Columbia River,5,5,0.0012437810945273632,0.0012437810945273632,0.0024875621890547263,9.595095134115622e-05,5.335675521904841e-05,0.2667674351991047
Earth's atmosphere,39,24,0.009701492537313432,0.0059701492537313425,0.015671641791044775,0.0009702317117054649,0.0018905459967327324,0.3679110206154196
Earthquake,33,23,0.008208955223880597,0.0057213930348258705,0.013930348258706466,0.0006677825502210329,0.0013810129210470024,0.35060060040387947
Tree,26,22,0.006467661691542288,0.0054726368159203976,0.011940298507462685,0.0008335820354119143,0.0009410671680289724,0.3161594268820545
2nd century,7,10,0.0017412935323383083,0.0024875621890547263,0.004228855721393035,0.0001370851607019302,0.00011435849909914891,0.3018015747167142
Aleksandr Pushkin,3,5,0.0007462686567164178,0.0012437810945273632,0.001990049751243781,7.355929992107482e-05,1.230018926837525e-05,0.2979738913608621
Alexander Graham Bell,6,5,0.0014925373134328356,0.0012437810945273632,0.0027363184079601988,0.00011846452082514685,0.0004409549161257655,0.3054483052769192
American Civil War,44,29,0.010945273631840795,0.007213930348258706,0.0181592039800995,0.0013128357275243015,0.002208675654367472,0.36273199889210744
Archbishop of Canterbury,24,21,0.0059701492537313425,0.005223880597014925,0.011194029850746268,0.000470586801702177,0.0013312281734476758,0.35712106936704174
Athens,25,22,0.006218905472636815,0.0054726368159203976,0.011691542288557214,0.0006115096960593791,0.0008554836619762955,0.3274073317321908
Belgium,38,27,0.00945273631840796,0.006716417910447761,0.01616915422885572,0.0005717696654951631,0.002357793246440578,0.3655539117518758
Bird,103,65,0.02562189054726368,0.01616915422885572,0.0417910447761194,0.0031337982343764316,0.010140118121007818,0.3548051914187612
Bosnia and Herzegovina,6,4,0.0014925373134328356,0.0009950248756218905,0.0024875621890547263,0.00010493272719794421,2.061427774469028e-05,0.33702152052999707
British East India Company,24,22,0.0059701492537313425,0.0054726368159203976,0.011442786069651741,0.0006816793983021144,0.001028218498058932,0.34946557352357993
Brothers Grimm,6,7,0.0014925373134328356,0.0017412935323383083,0.003233830845771144,0.0001860065893800611,3.620405905425446e-05,0.3239287947932681
Charles Darwin,33,30,0.008208955223880597,0.007462686567164179,0.015671641791044775,0.0007702218677023653,0.0020913514003668477,0.36089654285723277
Charles Dickens,16,12,0.003980099502487562,0.0029850746268656712,0.006965174129353233,0.0003901971995394173,0.0008599086961171078,0.3508778037249403
Drama,22,18,0.0054726368159203976,0.004477611940298507,0.009950248756218905,0.0006001077861676241,0.0008863339878489884,0.34700625888801
Edgar Allan Poe,10,15,0.0024875621890547263,0.0037313432835820895,0.006218905472636815,0.00017940777738398498,0.00032651818626330034,0.31026505397351006
Electronics,23,21,0.0057213930348258705,0.005223880597014925,0.010945273631840795,0.0013688285521092382,0.0008276574414412483,0.3648193313665505
Estonia,9,11,0.0022388059701492534,0.0027363184079601988,0.004975124378109453,0.00013500364770679908,0.00016836799514287343,0.3234042137490684
Film,73,40,0.0181592039800995,0.009950248756218905,0.028109452736318406,0.004316608965213614,0.0052497392741614485,0.3777586342382479
Finland,20,21,0.004975124378109453,0.005223880597014925,0.010199004975124378,0.00042909480270480793,0.0007074660766502071,0.35255027273378015
First Transcontinental Railroad,8,10,0.001990049751243781,0.0024875621890547263,0.004477611940298507,0.00030143634506229637,0.00014603768087524826,0.32379749005277625
Fyodor Dostoevsky,3,6,0.0007462686567164178,0.0014925373134328356,0.0022388059701492534,6.668140282909565e-05,1.0723330518973409e-05,0.29149336153853417
Henry James,3,5,0.0007462686567164178,0.0012437810945273632,0.001990049751243781,8.110031993840391e-05,3.671876276205778e-05,0.29357163100338074
Howland Island,4,5,0.0009950248756218905,0.0012437810945273632,0.0022388059701492534,6.926162057140851e-05,0.00029262744901828,0.35223935442287635
Impressionism,16,13,0.003980099502487562,0.003233830845771144,0.007213930348258706,0.00034667677938823285,0.0009389393416497303,0.3305778877504548
James Clerk Maxwell,10,12,0.0024875621890547263,0.0029850746268656712,0.0054726368159203976,0.00018096712763823823,0.0002682556123846798,0.3084202347336676
Jane Austen,8,7,0.001990049751243781,0.0017412935323383083,0.0037313432835820895,0.0001736504442717271,0.00016330465502357338,0.3451172591204524
Leo Tolstoy,4,6,0.0009950248756218905,0.0014925373134328356,0.0024875621890547263,0.00010554879656387154,0.00012193002570773148,0.2897592890163229
Literature,45,37,0.011194029850746268,0.009203980099502487,0.020398009950248756,0.001352407040287605,0.0015415634409158305,0.3545217503817677
Marie Curie,5,7,0.0012437810945273632,0.0017412935323383083,0.0029850746268656712,0.00010413495495854212,0.00040536137087970387,0.303038091031942
Mark Twain,8,8,0.001990049751243781,0.001990049751243781,0.003980099502487562,0.00014156138897744504,0.000309982915550862,0.3053548960092504
Napoleonic Wars,15,15,0.0037313432835820895,0.0037313432835820895,0.007462686567164179,0.00036892875503426203,0.0005925014993577992,0.33126333580500916
Natural selection,20,10,0.004975124378109453,0.0024875621890547263,0.007462686567164179,0.00040369130206110944,0.0004701143584961916,0.32256840896470645
Oil refinery,3,4,0.0007462686567164178,0.0009950248756218905,0.0017412935323383083,0.00012174237488605171,8.445242963641468e-06,0.3011643824310809
Otto von Bismarck,2,2,0.0004975124378109452,0.0004975124378109452,0.0009950248756218905,6.400786408623552e-05,4.707904665848766e-06,0.3147145252384363
Physics,77,65,0.019154228855721392,0.01616915422885572,0.03532338308457711,0.0017298260088126657,0.006099233351934825,0.3464343863128628
Postage stamp,8,9,0.001990049751243781,0.0022388059701492534,0.004228855721393035,0.00015078822662788864,0.00042219276915490486,0.3672344648584953
Psychology,34,26,0.00845771144278607,0.006467661691542288,0.014925373134328358,0.0006131617542084365,0.0014281740860872228,0.3353238216607334
Qing Dynasty,8,5,0.001990049751243781,0.0012437810945273632,0.003233830845771144,0.00011072446813705473,1.9763844446841246e-05,0.3148633850848242
