node,in_degree,out_degree,pagerank,betweenness_centrality,closeness_centrality
2005 Atlantic hurricane season,17,32,0.00022358499850430973,0.0010645147956475935,0.3315346770353912
8th century,24,22,0.0003223205344724155,0.0001393410944406427,0.3560593148116584
Medicine,76,49,0.0010752043037860455,0.0025967083399103474,0.4354351224596144
Iron,125,75,0.001489664099900549,0.004150831836849731,0.40508047314330037
Carbon,77,63,0.0009303408095432654,0.0029652640981717875,0.4020787219709364
Buckminster Fuller,4,8,9.583220379269744e-05,3.403718788351207e-05,0.37237076648841355
Comet,30,33,0.00039221094654537977,0.0013462642665462501,0.35874978533402024
Comet Halley,5,12,8.9453701125849e-05,2.733789270566501e-05,0.31418258384719505
Comet Hale-Bopp,4,12,7.472266453852603e-05,0.00037234451766545037,0.2712987012987013
Great comet,3,6,5.91627127836976e-05,0.00024065023658511141,0.21344640850107285
The Bahamas,31,24,0.0003924316535578923,0.00047781910541567075,0.39381657083608257
George Washington,28,21,0.00035872595612258524,0.0003088464589323644,0.3778943560057887
American Revolutionary War,30,26,0.00043086706200825593,0.0004965188305176771,0.4044922064091393
James II of England,22,27,0.00029779812891330825,0.0002139271297226776,0.3599551994486086
Bermuda,22,26,0.00034560985835266686,0.0005504629813292466,0.4000766063391746
Cuba,65,49,0.0008026055611854025,0.0011218558891672179,0.40936703899666865
Spanish language,110,64,0.0014546459183172249,0.002911106851402909,0.45294882914137036
Spain,230,97,0.0027410983665233125,0.008411016898603633,0.4711852937859479
Hurricane Katrina,30,32,0.00035592609131079135,0.0009130396586875865,0.38414858403824936
Gulf of Mexico,35,25,0.00046438326745791884,0.0007172633330583079,0.40574924735359813
Florida,106,66,0.0011888913750948975,0.0036127490060852557,0.42641355378648704
American Civil War,76,46,0.0007968373188291658,0.002033313823941114,0.4044922064091393
Thomas Jefferson,30,28,0.0004534041888442204,0.0005712096671097677,0.39482139482139483
Abraham Lincoln,33,33,0.00038697921960086784,0.0005570780960248796,0.3755843221862639
Gettysburg Address,11,19,0.00018294246888639297,0.00010783547964072456,0.37197293447293445
English language,373,125,0.004510643558768055,0.01832824868572533,0.4968486145796171
Latin,265,58,0.0034699757042038802,0.009051879434035454,0.49158724555830097
Vienna,27,30,0.00040655339508070213,0.0004930450950081367,0.37237076648841355
Opera,49,37,0.0006520376147006762,0.0022701143471023626,0.3765320836337419
Ludwig van Beethoven,14,11,0.00020997103458143576,9.694081199018328e-05,0.3405885709627456
Piano,33,22,0.00040375598123723215,0.00040455473456270103,0.34288059089043904
Jazz,53,33,0.0005983152222393182,0.0019757059925212847,0.39292767798363587
Jamaica,43,36,0.0005945424884379812,0.0008454575443124796,0.41775822417758224
List of U.S. states by date of statehood,8,8,0.00015485932002053048,3.475534635094486e-06,0.3242278441719696
Mississippi River,33,27,0.0004081955224521956,0.00024316880589892893,0.38047536654220926
Culture,91,72,0.0012821369827468276,0.002838236419093434,0.4488611946712505
Folk music,33,37,0.00041299819993418307,0.0005949379774907341,0.3542779615025863
Louis Armstrong,8,14,0.0001457933191846205,0.00011777264511239202,0.35346869712351947
Effect of Hurricane Katrina on New Orleans,2,8,7.17768386023808e-05,4.669539773170629e-05,0.3681057268722467
Chicago,70,33,0.0007802289882132225,0.0012999401453692324,0.40069051500911096
Salsa music,9,22,0.0001525020605041787,0.00010934437731202782,0.3424590163934426
European Union,177,120,0.0023774238858807716,0.006817886311934156,0.4677040188066719
United Nations,243,145,0.003162423078051863,0.011472924330936697,0.48384481760277936
Switzerland,93,52,0.0012090265030269144,0.002590950151548612,0.41563867886987665
Liechtenstein,10,14,0.0002054010046133141,4.520804805550447e-05,0.36778169014084505
Sweden,97,68,0.0012829726825994206,0.0033002571014668497,0.4319239119197767
Burundi,7,12,0.00013317053131092757,2.2462849118871803e-05,0.34209448947842463
United States dollar,58,33,0.0007171456867149219,0.0014022330626082065,0.41251974723538704
Gold,120,78,0.0014365322713946495,0.005800302324108401,0.411909691412797
Hydrogen peroxide,4,11,8.093829825114377e-05,1.1063809801144936e-05,0.28383152173913045
Country,61,43,0.000885734748756788,0.0016212593756008463,0.4387272918198047
New York City,200,90,0.0023022022668048796,0.007424691783128146,0.4538837588267246
International Court of Justice,6,13,0.00011884517592109666,7.645052504521307e-06,0.3376161616161616
Cape Verde,12,11,0.00019382768334608337,5.3095367790652154e-05,0.3468083340250685
Portugal,107,53,0.0014418002047664406,0.00191614524241432,0.44108952702702703
Lisbon,10,15,0.00018510911878571467,0.0002896158296444639,0.3904672897196262
International Space Station,29,23,0.0003702744327861392,0.0007147929399844544,0.40273761326392904
Richard Nixon,25,29,0.0002991993798095392,0.00020195596527926356,0.3420104780615586
William McKinley,11,14,0.00017774028545746814,7.394916930120806e-05,0.33865607522088026
George W. Bush,64,60,0.0007225486932327765,0.0015140165005586282,0.40421826625387
Aberdeen,6,14,0.00011347514728702503,2.0757245696786258e-05,0.3378892033966842
Petroleum,114,73,0.0015554037686261047,0.0034957473095327506,0.44071729957805905
Greenhouse effect,16,17,0.0002681650334176645,0.00010981305153482782,0.35825758874978564
Carbon dioxide,85,60,0.0010585421629262435,0.002058946380195266,0.39389082681248233
Kyoto Protocol,10,21,0.0001590588314957302,4.453555054719686e-05,0.34344430743937526
Sea level rise,7,17,0.00010946597485281931,0.00012237577172809406,0.3019004263313823
Effects of global warming,4,11,7.724581447997718e-05,8.025886928564958e-06,0.3021187359895871
Season,23,25,0.00034159706421986984,0.0003499762177988372,0.3709820635766294
Winter,25,31,0.0003244668360811452,0.0007636158828415147,0.3617629231968136
Bat,14,23,0.00021512307346994045,0.00019417627542917898,0.33956436931079326
Vampire bat,6,10,0.00010688292490553482,2.6975937646207034e-05,0.3278405524168236
Romania,36,35,0.0005614939526569561,0.0008350346300650539,0.3989686783804431
Football (soccer),100,48,0.0013754419802092285,0.0021780291599741413,0.4401137680396081
FIFA World Cup,16,22,0.00027831852274966663,0.00025467174509539195,0.41033195835788644
Brazil,113,71,0.0014411396514657027,0.00297601444949633,0.4375785504817763
Amazon Rainforest,16,20,0.00025572135496837434,0.00014051859009336784,0.34006185902653424
Mammal,152,84,0.0017150092838715894,0.006157662757684286,0.4172575651652851
City status in the United Kingdom,26,27,0.00033282861975427136,0.0006324902951811237,0.36425457715780296
Market,31,18,0.0005195704654806166,0.00058250935252473,0.37433921691604694
Money,31,33,0.0004769915207507984,0.000297488322127647,0.36330434782608695
Barley,13,18,0.0001782011972424966,0.00011471102882456431,0.33884833738848336
Bread,22,42,0.00027812806524211856,0.0003175920758098724,0.3617629231968136
Scotland,186,114,0.0022286274812807704,0.009475478977916755,0.44565333333333335
List of countries by system of government,90,75,0.0013914416197916672,0.0018292177603364335,0.44394857082137923
Alfred Nobel,4,13,8.374182329781088e-05,9.171480213007963e-05,0.32879515227827183
University of Cambridge,60,40,0.0007532963273467257,0.002048360015466131,0.38919422449930136
Oxford,41,33,0.0004834066475295158,0.0006460606844556285,0.3577667408802877
Paris,123,83,0.0015747247854694727,0.005753571927534906,0.4337174296688467
RER,2,3,7.579910964151013e-05,2.405105109340004e-06,0.31812990177415673
British Isles,59,66,0.0007734239119222512,0.0026893223391390745,0.4124383020730503
River Severn,18,13,0.00028747999961736234,0.0004211698378665615,0.37487662628981605
Wader,6,9,0.00011204810791485797,2.2077928518092667e-05,0.3019222430987137
Bird,157,77,0.0017354813142353613,0.007039282323246093,0.38347865993575037
Hawk,13,12,0.00020286519189034955,0.00024064406893956744,0.35958344091574146
Sparrowhawk,5,7,0.00011080135299625486,3.3436378573488445e-05,0.33127180463051065
Acceleration,15,10,0.000210306823236394,4.31107200973247e-05,0.3262278441477317
Germany,408,172,0.0047580412643061475,0.024070917536246732,0.4995217599234816
Dresden,3,10,7.820911399243478e-05,3.0285187656015014e-05,0.33394612740788104
Earth,270,150,0.0032404894763722034,0.021040008786755347,0.4745031232254401
Elephant,36,33,0.0004116437227441212,0.0009626186286012154,0.3577361075434541
Sea,42,34,0.0006168515082170764,0.0004973735522888604,0.36607377551914483
Mars,36,42,0.00041334373036883913,0.0006488595270752445,0.354398167783527
Hydrogen,97,60,0.001153479639497496,0.0027037308774454853,0.39094226630485635
Heliocentrism,13,27,0.00019446455702520972,0.00011956680898968443,0.33163994284807113
Minnesota,27,37,0.0003776741007992937,0.0006320650810409716,0.3869951834012597
Anatomy,25,10,0.0003612311901125873,8.640890480886344e-05,0.35593797921281306
Animal,273,94,0.0029692337224052692,0.009626687509419071,0.39422532553311945
Fish,107,44,0.0012196253428814873,0.0027608316298426204,0.39355689525244913
Trout,10,14,0.00013892934054910436,8.893815271917512e-05,0.31555891238670697
Wave,26,16,0.00032287099217509236,0.00023685889902254657,0.3412562280486809
Energy,78,72,0.001037585059379537,0.0026774093061139002,0.3803022028035682
Thermodynamics,23,21,0.00031443035755757457,0.00040978111327947983,0.33696265827889343
Steam engine,24,21,0.0003642834051207992,0.00019621507443285898,0.350503355704698
Hudson Bay,8,9,0.00015320215806523314,1.0135179280088275e-05,0.3403388725969371
Cod,11,14,0.00018371953933003522,7.962292349353242e-05,0.34273995077932734
Drosophila melanogaster,5,11,0.00010516149387368153,1.8398290998566148e-05,0.29751477604500465
Matter,30,17,0.00042930706976460965,0.0001855864567086405,0.348660602520237
Neon,10,11,0.00015010153207322468,2.786726352431003e-05,0.28766180115670614
Magnesium,32,25,0.00040219774624648005,0.0003527906135259105,0.3523954116059379
Aluminium,66,52,0.0007700585752736885,0.0013883699020283448,0.3646997206703911
Silicon,34,30,0.00043866099866478737,0.0005676522097652723,0.36607377551914483
Phosphorus,22,29,0.0003007262756797366,0.000519848685093135,0.34304951145414236
Sulfur,30,40,0.0004192802328538458,0.0004930979920350566,0.3526333558406482
Chlorine,45,34,0.0005470193001826792,0.0007556449899477275,0.36054539178460476
Argon,13,13,0.0001831675665628737,4.973969589067481e-05,0.31856652687762105
Potassium,35,37,0.00043400664618337413,0.0008819391359451064,0.34136775880382386
Potassium iodide,6,9,9.983893982763598e-05,2.3009983401837392e-05,0.28331186003933
Salt,51,41,0.0006321788325127916,0.000733846165959653,0.35749122957131857
Tennis,40,38,0.000621476233819474,0.0029992593470382087,0.4246366500660636
Martina Navratilova,4,8,8.698262541112424e-05,1.560404464550679e-05,0.29986363310127034
Life,49,30,0.0006273570346934914,0.0003998843337674409,0.3713117667970139
Virus,35,31,0.00048180380609526215,0.0007477937249749976,0.3497697781498535
Education in the United States,17,42,0.00024873141728679786,0.0005703209873779421,0.37961112120661455
Computer,92,55,0.0012414987938403773,0.006565518668387533,0.4268928170021457
Internet,97,62,0.0012311175157242425,0.004496292355387382,0.429702766635812
Microsoft,38,25,0.0004947994652444138,0.0007370955621055531,0.3824606371292567
Microsoft Windows,32,20,0.0003931146253669203,0.0005516106839298078,0.3130760584488573
Macintosh,19,17,0.00022731011492403333,0.00010092663468553875,0.2897364771151179
World Wide Web,22,24,0.00029929065895971586,0.0004363300494725192,0.3407552401924802
