node,in_degree,out_degree,pagerank,betweenness_centrality,closeness_centrality
Logic,33,23,0.0004565750927243481,0.0003167611801545634,0.3527226677923174
Arctic Monkeys,5,17,0.00010224268974211613,6.724497192939391e-05,0.348660602520237
Boat,10,8,0.00016758070294229635,3.0050031800589287e-05,0.33373272625609074
Industrial Revolution,87,67,0.0012259921082246783,0.0033996193853753705,0.4457484263309506
Windows Vista,6,9,0.0001087031202690723,7.564765453316365e-05,0.2751218227314632
Spyware,7,16,0.00011613740444588931,2.6236586757769875e-05,0.28706884705235675
Hovercraft,6,11,0.00012038218769422308,1.4442029682424927e-05,0.30824848753135603
Corporation,31,25,0.0004478877702860661,0.00036847963075330685,0.3859584295612009
Employment,26,18,0.00035239055264680636,0.00019299837217358654,0.3345611787315823
Californium,7,11,0.0001039234709600983,4.835346750800646e-05,0.2723065893241218
Vietnam War,43,34,0.0005310911988247072,0.0005341065482402996,0.3902849135917795
Police state,5,10,0.00011341505144586914,2.1696957652306447e-05,0.3282526712759271
HSBC,3,9,0.00011446287281810985,1.2060736493576933e-05,0.3588114050154586
Cooperative,10,12,0.00018763711161649986,3.4968397994084495e-05,0.3353399149209407
Business,40,25,0.0006035143258777597,0.00039984609806517694,0.36791123635082773
Wall Street,9,16,0.00016759594969274506,5.163809930160087e-05,0.37376990517087133
Newspaper,26,30,0.00034438274006034066,0.0003914181114310143,0.3616063700882811
Global,1,4,4.822915793670905e-05,7.823972056108421e-07,0.2663012301612595
Airship,14,20,0.0002515619217133313,0.00010458415714563929,0.37649815265387043
Electronics,45,25,0.0006608343154221969,0.0006439840384696189,0.4047273079531144
Absolute zero,9,16,0.0001422374114791028,3.872648650567871e-05,0.28909493495709937
Number,18,29,0.0002759071347712575,0.0004049234700726917,0.32988551125148047
Set,8,7,0.00013562564434327205,4.754137107252176e-05,0.2970071799246463
Prime number,10,14,0.0001672447068494575,0.0004166848003384637,0.29507733597005437
Algorithm,22,19,0.0002946097975567586,0.0005603626051878112,0.3432749979459371
Geometry,32,17,0.0003842491329070116,0.00017120386690834896,0.33596011579285945
Mathematical analysis,13,13,0.00018963001710912335,0.0002199171609956104,0.3174530810728668
Boeing 747,13,22,0.00017950031074413761,0.00018272462958632962,0.34288059089043904
"Seattle, Washington",35,29,0.00044496833653905206,0.0006321208641652437,0.38190127970749543
Architecture,44,42,0.0006081069832164981,0.0012163534833052794,0.3978289849552466
Euclid,24,17,0.0003427704928524708,0.00029456902806522766,0.3435855263157895
String theory,10,18,0.00016856117631216153,2.755694692683457e-05,0.3161798092931739
Hot air balloon,5,9,0.0001178867689372563,1.4463777958866893e-05,0.3399235212757302
Church of England,50,35,0.0006012668669295337,0.0009166979534788112,0.39422532553311945
Pope John Paul II,27,38,0.0003421556511151,0.0013590654842425705,0.37947320617620345
Yugoslavia,15,19,0.0002732434922476078,4.563093971376909e-05,0.3649864593343234
Bosnia and Herzegovina,18,19,0.00031250189231992603,0.0002532378378435526,0.3759899208063355
Serbia,28,32,0.00039554382113611336,0.00021341812643401923,0.37868213541194595
Belarus,13,23,0.000239580092747351,0.00037105797222770844,0.3624533703478789
Russian constitutional crisis of 1993,1,7,5.9503020489934635e-05,3.839246316637369e-06,0.32437888198757764
Montenegro,14,17,0.0002801886152942506,3.9897173459862814e-05,0.37548305922530784
Slovenia,24,28,0.00042892723590198264,0.00012441753918997672,0.3889768178009496
Croatia,24,22,0.00036273570531609426,7.351672841570714e-05,0.37048860512547666
Bulgaria,20,30,0.0003465711624276899,0.00018048225973811078,0.39396511079679397
Albania,12,27,0.00026874973619574736,5.5137313210276085e-05,0.3772119898880462
Tamil language,17,16,0.0003201063020633995,0.0002256878875736257,0.3765999639444745
Tamil people,4,10,9.276534261054486e-05,2.097121645119517e-05,0.3144426883419884
Chola dynasty,2,7,5.549505262775656e-05,4.085919660480402e-06,0.26923572625338316
Constantine I,5,17,0.00011313594264330989,8.423736401064157e-06,0.3229996134518748
Heraclius,6,8,0.00012021874613011492,4.830561337888696e-06,0.3282268834943829
Polish-Lithuanian Commonwealth,8,14,0.00013245363188849467,0.0003858313333269467,0.31697139822471737
"Constitution of May 3, 1791",1,2,4.391581825410783e-05,8.597347186389518e-08,0.24072366904816778
Alan Turing,9,19,0.00015012118262273808,0.00011884793995884544,0.30085691654064955
Ecuador,24,31,0.0003436978413074923,0.0004868836538495216,0.3866012769501249
Drama,27,22,0.0004326190037448408,0.00032943616912781576,0.37827071072883656
Clock,10,21,0.0002176945350346519,0.00018528094772316035,0.3539778022536643
Linguistics,31,18,0.0004926607050272886,0.0002972349659579205,0.382285662000183
Czech Republic,21,23,0.000356407423033116,6.646955091509298e-05,0.37433921691604694
Prague,16,17,0.00022479071079681292,0.00011002262388663806,0.36239049353803454
Physical science,11,32,0.00019143515240034462,0.00012252341574366945,0.32732685678470697
Buddhism,65,43,0.0010363012404028095,0.0019650994855891636,0.4275918534438645
Pali Canon,4,2,0.00011588680532635906,2.0793636244340253e-06,0.300965278778274
Allegory in the Middle Ages,3,6,7.95179471710367e-05,1.214791801307441e-05,0.31641926688882155
Radio,73,42,0.0008582684600478576,0.0015895001952881283,0.3736362010373815
Virgil,14,19,0.00025303097042444036,0.0002871406096990803,0.3481666666666667
Benito Mussolini,9,22,0.00019823015479675867,6.17393963361255e-05,0.36235906331309625
Medieval literature,10,18,0.0001645495312541296,0.0001757210709973667,0.34412321884523517
List of elements by name,47,105,0.0005523983814344924,0.0024272043416810438,0.3446625969311995
Boron,11,18,0.00016208956425639112,6.745624299706824e-05,0.32091558491435596
Consolation of Philosophy,4,6,0.000104429873045032,1.613160292156765e-05,0.3008135934912521
Thomas Aquinas,12,8,0.00020823627923476497,0.00011021136729244406,0.34395323948299994
Niels Bohr,13,22,0.00021874690396867004,0.00027342391953712235,0.35494010704273216
Electron,72,27,0.0009954561707241495,0.0011871427992098216,0.3869951834012597
Brothers Grimm,8,8,0.0001495169916317014,1.918612991370026e-05,0.34953568141889063
Humphry Davy,13,10,0.0001559334412753161,7.952211409033752e-05,0.3078850405305822
Plasma (physics),23,19,0.00031017576104994105,0.00017982314232610957,0.34265562207824163
Apollo 8,8,18,0.00012084123574001703,0.00016893263429213024,0.3290800252047889
Parsnip,6,7,0.0001101445614611994,2.3478490509690077e-05,0.3063723692894332
Carrot,14,25,0.00016824297108480893,0.00018504681303198434,0.3184451219512195
Automobile,59,40,0.0007705174245824893,0.0017022523599724182,0.4187631552570913
"Martin Luther King, Jr.",16,23,0.00021082386569143695,0.00043667271661595395,0.3716751178720754
Civil rights,19,20,0.0002348621915393795,9.48355074397623e-05,0.33174527552802924
Women's rights,7,9,0.000109486407728388,2.3896550477376938e-05,0.31019377830573913
Aluminium chloride,7,10,0.0001114260635551424,1.2891609802629097e-05,0.3071832953459305
Pigment,20,23,0.0002510553874770093,0.0004258016178614421,0.33797120207086234
Parrot,11,20,0.00017065691711625565,0.0005971378178316326,0.3348829753126002
Oceania,28,26,0.00040744080003698866,0.0003658645940075202,0.40026825062272464
Miocene,13,13,0.00020264335705718497,6.418172620915801e-05,0.3289504763404456
Ethanol,45,40,0.0005044993310115314,0.0007782766341655668,0.35230626528375075
Electricity,90,52,0.001123806863845136,0.002149540926536262,0.38256569911180294
Family,21,12,0.0002659027492767303,0.00010681109469626535,0.35663679043960733
Folklore,34,26,0.0004233724297222124,0.0005016495002792378,0.3673289959556884
Dance,20,25,0.00032977556046881907,0.00027492103849581224,0.3687229723766658
Recycling,20,20,0.0003107000984963813,0.00029327847636007243,0.36511404352005594
NATO,43,46,0.0006660471876221095,0.0010361607410198442,0.4211269025299869
Iron(III) chloride,6,9,0.0001017290182231946,6.241403960742943e-06,0.27436301549776726
Phase (matter),34,25,0.000460202376328182,0.00043533382346665114,0.3437268613739202
Magellanic Penguin,4,9,0.00010374730767781946,1.0724103372582325e-05,0.2985991995425958
Cell (biology),53,32,0.0007010891391948741,0.0005354273135750945,0.36014136712352385
Organism,54,50,0.0007815271521825982,0.0011010962160765368,0.3731689889246159
Alzheimer's disease,12,12,0.00016810672014923235,0.00022638400360490676,0.34195449337043704
Pneumonia,32,27,0.00040750770463489024,0.0011084271501876856,0.39556902101874647
Hydrochloric acid,20,24,0.0002526979960009353,0.00017294240301699186,0.31682717828164103
Scurvy,16,22,0.00022306658664243313,0.00042514759797009197,0.3626106578718972
Copper,79,54,0.0009597100284775125,0.002533644323312149,0.37775768535262205
Wood,37,17,0.000446125360082886,0.0003180305251389457,0.35518150131769105
Forest,39,15,0.0004851095434696136,0.00038356713800361187,0.3796456156292594
Biosphere,21,23,0.00031645707976078345,0.0001759034339016981,0.3429931861095148
Seed,55,39,0.0005774758151634236,0.0008857194998709798,0.3517427176292305
Heat,41,26,0.0005735997050467872,0.0003638429169656144,0.3583497727077794
Eukaryote,20,16,0.0003577832590116377,5.507695826619788e-05,0.3398958672307192
Penguin,23,25,0.00032932391943037425,0.00038542688720215784,0.35621110069059597
Philippines,62,52,0.0008955832204667304,0.0023262252860139733,0.4218923558517621
Benzene,12,18,0.0001909779951447017,0.00042374622830698846,0.38908549078040605
Chordate,101,40,0.0011301742636230382,0.0015148909724628055,0.35847275847275845
Costa Rica,14,18,0.00023044138685437746,0.00013997857845981715,0.3840426509789503
Southern Africa,29,35,0.00035443994124709395,0.00044224506159521126,0.3718405126379494
Bee,24,21,0.00030999585293897724,0.000349492534644839,0.34646322248942696
Insect,59,40,0.0007037677301036734,0.0011069710817706558,0.35141727647405163
Anthropology,43,43,0.000582390842271441,0.0009125082369357696,0.38006003820613116
Invertebrate,27,20,0.000382784386975625,0.00016408472958350109,0.33939886271324127
Thunderstorm,10,12,0.00016994305081323378,2.933992485157393e-05,0.322326801419534
Sodium hydroxide,14,17,0.0002014353370123643,0.00030226422475312524,0.3158690557193619
Zinc,25,25,0.00032622047188684227,0.0003650820822840389,0.3400065104166667
Stroke,19,13,0.00019224543039945345,0.0001405981504495652,0.32696822663953673
Edible salt,9,20,0.00011221646905763653,5.4020816673190006e-05,0.3077943126565493
Olive oil,24,37,0.00033542990288600434,0.0022088146032240795,0.3923373086674805
Celery,7,14,8.768272827483716e-05,0.00013142798435677276,0.29511902239174964
Onion,16,21,0.0002480883478519236,0.0003281358650459574,0.3555744680851064
United States Virgin Islands,11,17,0.00020544032095265444,0.0002651906143500403,0.381866374188831
Thomas Edison,15,14,0.00021565436031927026,0.0001778736907697218,0.3324051237170817
Malcolm X,7,12,0.00013227323002298232,0.00017525099025640238,0.35697197539302805
Ku Klux Klan,13,18,0.0001885345250953301,0.00011659079389469446,0.38023298143429196
Distilled beverage,8,12,0.0001376489992968059,5.306181509035693e-05,0.37356938483547925
Sugarcane,12,26,0.000162701910518785,0.0001219151587284356,0.3311405246889118
Neptunium,3,5,6.130122785644672e-05,6.782285690017041e-08,0.2854020083339026
River,65,61,0.0008188939001082665,0.0035324774627183884,0.4161769100508019
Herbivore,42,26,0.0004992430784942131,0.0008568128195400552,0.3769057284618854
Bonobo,6,13,0.00010666460845004273,2.8360785556252723e-05,0.32696822663953673
Southern United States,26,43,0.0003266391810271057,0.0006198947015291489,0.38151766961921285
"Atlanta, Georgia",22,23,0.0002782711564951361,0.00021333566725046835,0.37531440891124684
Carnivore,32,34,0.0003994667160057168,0.0008585993269128149,0.37649815265387043
Muhammad,19,24,0.00027748758682303524,0.0002959298891475981,0.33769802780472036
Idolatry,4,8,9.376085324659919e-05,3.394632916756432e-06,0.32549080710501715
Tuna,14,16,0.0002357651277586999,0.0001777193570487973,0.3502095557418273
Oregon,20,28,0.00030144151967553183,0.0004261130816658589,0.3839367763278809
Turkey (bird),6,11,0.00010554997593199914,0.0004900377936913104,0.37376990517087133
Platypus,11,21,0.00022488609636926737,0.00022188145936008106,0.3713447693538352
Cattle,61,44,0.00071217170257164,0.0013725200591072771,0.3789912917271408
Battle of Leyte Gulf,4,9,0.00010475321513174382,2.5299244062136054e-05,0.3784420289855073
Israel,97,78,0.001256121170715302,0.0026484547890635846,0.42099959693671907
Kuwait,17,18,0.00028474565132189804,0.0003525425438240293,0.38414858403824936
Kuwait City,1,7,4.9204510171121174e-05,4.482406476792165e-07,0.277552647312828
Trench warfare,13,26,0.00017099905859452425,0.00011733319256813697,0.33625754527162977
Invasion,13,29,0.00020271484288068284,0.00017211240023864454,0.35593797921281306
Baghdad,25,23,0.000363614388507924,0.00017580892678347704,0.3604831751509922
Persian Gulf,32,21,0.00045273021245804946,0.00014019627356479106,0.3570940170940171
"September 11, 2001 attacks",37,38,0.00045631316285695835,0.0009693639219198277,0.3842545755541249
Afghanistan,55,51,0.0007148361450518981,0.0013842614366120411,0.3772460496613996
Iraq,63,49,0.0009136818742239895,0.0009869316644421182,0.42890873626937687
Algeria,25,28,0.0003724603763957676,0.0003954876061942203,0.36578532656277357
Arabic language,100,55,0.001348561913480426,0.001620596456549649,0.41684126509029235
William Tecumseh Sherman,2,7,6.10938914412884e-05,2.3339986996254424e-06,0.2890349360083016
Nottingham,8,19,0.00015283440881321087,7.091800183561516e-05,0.34514663362247006
Liverpool,16,15,0.0002275999096407926,0.0001146903647530513,0.3604831751509922
Nouakchott,2,8,6.601742490604584e-05,2.7042461545255295e-06,0.32272516607446317
Anaconda,7,20,0.00012319471992358545,0.00018510442547178726,0.3230495631330704
Sudan,41,35,0.0005639303122902849,0.0009452203674240447,0.4051197517696112
Theropoda,14,17,0.00017262376946893925,0.00010007876720963618,0.30831672939266475
Allosaurus,4,11,7.325302451935967e-05,5.6991128829379704e-05,0.2836388323150034
Volga River,7,10,0.00012554896339393248,2.5011263771698173e-05,0.3335195976690349
Macau,5,13,0.00011357441904496834,5.396956108742828e-06,0.3425432483397557
Islam,158,90,0.0021022390440008604,0.005784645985880523,0.4649972175848637
Agnosticism,7,7,0.00014700232666605139,8.115749961965925e-06,0.34706761920584817
Argentina,65,76,0.0008166887970073303,0.0023711874554429757,0.4148545328169993
Atheism,18,29,0.0002709098520941128,0.00032414671471347686,0.3625791894471926
Blaise Pascal,16,17,0.00028232795515497396,0.00016674483200229632,0.3660096364432764
Eye,47,35,0.0006011750412618464,0.0014872216966027023,0.3563934146549518
Bolivia,36,41,0.0004827962456017312,0.000895374791969937,0.39204278877732945
Deity,22,24,0.00033438322096135365,0.00041429227139772956,0.35503059143439836
London Bridge,5,11,9.871247799316416e-05,5.5791100660157416e-05,0.31978568694986603
Trafalgar Square,4,16,0.0001057267671473985,0.00012389080070753766,0.35712454055902215
River Thames,22,24,0.00030931285776188237,0.00033572573068347324,0.3732023224653863
Tower Bridge,5,8,9.584880220215061e-05,1.2478956715583917e-05,0.3256684075142256
Nitrogen,62,40,0.0007761612107396442,0.001353516092276808,0.3779969239120601
Ammonia,30,39,0.00045937909857130676,0.000869112217119666,0.36123119488154937
Nitrification,1,5,5.2383071037933595e-05,3.8580571685742875e-07,0.274344999671679
Dove,19,22,0.00026835731065060706,0.0008284539707790791,0.36166897506925205
Passenger Pigeon,4,10,7.684889051934207e-05,4.936694753760411e-05,0.2993265510818169
Arithmetic,17,14,0.00025609308841135575,0.00026369800278993965,0.3366639806607575
6th century,22,28,0.00030570393265907833,0.00010137522742726232,0.3560593148116584
Music,81,46,0.0010486976378637556,0.0017624321763939602,0.40161491877343075
Musical instrument,26,11,0.00033042555011308217,0.000200213966447305,0.3472118341228289
Flute,12,17,0.00015192528123785876,0.0004379445692374682,0.3322201017811705
Citrus,21,19,0.00029881611699839863,0.0004541585590088312,0.38724626934841044
Lemon,14,21,0.00015720544060536027,0.00019015511995836408,0.3232995434496634
Lemon balm,3,6,6.907925493618907e-05,4.701381005925204e-06,0.29119040981321437
Arable land,13,11,0.00020519382308723454,5.762540553128011e-05,0.3425432483397557
Tea,27,36,0.0003711098489841995,0.0006856719002466809,0.3736027899490298
Dingo,7,8,0.00014074362137802765,2.3774328889947516e-05,0.3395091825125955
Dog,48,37,0.0005881963303039352,0.0014476374707337893,0.3887596538568903
Gray Wolf,7,16,0.00013992163126454115,3.050981483884782e-05,0.32367524016114035
Apostolic Succession,4,10,0.0001010887161602736,6.458691921349394e-06,0.3059013032654854
Vertebrate,36,23,0.0005264945020455337,0.0005199150971101764,0.34755843939772063
African Union,18,29,0.0002591410338080496,0.00030237091157889857,0.3470387905972257
Tree,48,41,0.0005442826255141063,0.001317581429101877,0.3581347505571747
Force,26,21,0.0003378502165380903,0.0001884371774850307,0.33840920136076463
Earthquake,53,26,0.0006896955143133764,0.0010906478199025397,0.3959814235617477
Sound,27,18,0.000442969856059543,0.0003165126208760847,0.3455176976513397
Stem cell,9,8,0.00017510583253742932,7.925744689680367e-05,0.3632095974963053
Creationism,13,23,0.00018860842508858352,0.00022342081937571916,0.3834082775075709
Canada,262,100,0.003041917271936348,0.01136129869423137,0.4713979465192373
Mackenzie River,4,7,7.672368238092285e-05,0.00024327660748192195,0.30666470933646506
Pound sterling,13,17,0.00020480471832621513,0.0003115080779221885,0.37326900741534885
Norman conquest of England,8,16,0.00017840639544599912,5.331213203927144e-05,0.3576442390001712
William I of England,14,14,0.000244990985043181,5.2634300099068864e-05,0.36210781764603917
Monarchy,46,54,0.00066093094939187,0.000732586439095141,0.3847145488029466
British monarchy,53,79,0.0006297435192750165,0.001928468727290317,0.3705871917686713
Stephen of England,5,8,0.0001410228340440303,3.3465639130868454e-05,0.3350441058540497
Matilda of Boulogne,3,2,0.00010402545793738752,5.415932791459519e-06,0.3377799337052308
Goose,16,14,0.0002794563644814597,0.0002279350844939972,0.36620212113243933
Shelduck,3,4,7.49298762071404e-05,3.945459489555906e-06,0.29864188706218725
Animation,18,12,0.00024229638721214524,0.00014144064891388535,0.3446910320930616
The Lion King,11,22,0.00018899528701145103,0.00021205893308782402,0.3435007810573049
Television,109,57,0.0013476914836227682,0.0031861437077448746,0.42502543234994916
Integrated circuit,19,24,0.0002970223388326382,0.00023327871583703793,0.3459468411029229
Macbeth,4,14,0.00011285926325392041,8.822905226022113e-05,0.3131699272918072
Globe Theatre,3,9,7.051710394971996e-05,0.00012294618168011927,0.29662761803336885
Theatre,43,25,0.0006275537162930577,0.0021308896325066776,0.4169660678642715
Stage (theatre),7,10,0.00016379917029003306,9.891985856629902e-05,0.3561200136379134
Stock,11,14,0.0002445350559457154,0.0001586650887283755,0.3554534626510124
Finance,22,11,0.0003836272729772401,0.0005127248627700481,0.3980943306336351
Corporate finance,3,9,9.234558859408006e-05,0.00024463262570791565,0.28995766534804635
Investment banking,2,5,7.077865337396389e-05,6.115541564836647e-05,0.34773200166458595
"Washington, D.C.",75,59,0.0009069738319752814,0.0020079214418789047,0.3959814235617477
Motion (physics),16,16,0.00025653396471824917,5.7470721447139155e-05,0.3311667723525682
18th century,101,76,0.0012866939353449293,0.004518592352512701,0.40956768944221156
Adam Smith,21,19,0.0003240398751949531,0.0001465950406377406,0.3673289959556884
Eurasian Eagle Owl,2,6,4.793247714859325e-05,6.669187248237299e-06,0.2665560801327038
Somalia,31,29,0.00039732806423075674,0.00032412529334211354,0.3755505617977528
William III of England,16,21,0.00020827826720277813,7.367774427923291e-05,0.3275835032146778
Zebra,12,11,0.00016715526729357754,0.0005092705823200984,0.34195449337043704
Anne Frank,8,22,0.00016309547376084957,4.7008655702751096e-05,0.34825373009919147
"Dallas, Texas",18,23,0.00023919703873950414,0.00030608733050903174,0.3745069917533166
"Houston, Texas",25,28,0.0002763803842780867,0.0005896669039159631,0.3776552472204646
Netherlands,131,94,0.001657920985136935,0.006284307373221988,0.46069026353511966
Apollo 11,13,20,0.00015285639761182515,0.0002154885604731334,0.37177433707065316
Hellenistic Greece,13,19,0.00019479398811001882,0.00038936501480958837,0.33704420780897065
History of Greece,11,31,0.00021901175503985805,0.000171382789902491,0.355695555933935
Ireland,144,72,0.0017938692255706926,0.005558135370106997,0.4363902235220389
Amsterdam,27,22,0.0003578925565916269,0.0003343590960310683,0.3676198856137263
New Zealand,129,77,0.0015537991328692766,0.005742818674975889,0.4367095223162956
Louis Jordan,2,5,5.6511367552775116e-05,1.9258139130959098e-06,0.2823736144904028
Crust (geology),22,14,0.0003371676161649573,0.0001290368432065537,0.3501215117740719
Continental crust,9,8,0.00017648785866127372,2.014176915118579e-05,0.3203005213124808
Thorium,10,14,0.00014698149878227757,0.0001105178896503344,0.3146795209761241
Ant,17,29,0.00021448048685011433,0.0004329388882367165,0.3325109430959013
Scientific classification,193,55,0.002005757714704002,0.0037506390393520937,0.37296911265845384
Genetics,54,37,0.0007197597833205632,0.0008681825859674184,0.3702915891163698
Alchemy,39,50,0.0005218695023378223,0.0008745202102694503,0.37068583089344337
Amber,12,24,0.00020570571016864116,0.0001986245649433993,0.33312071439961727
Norfolk,9,16,0.00014717348987843974,0.00030467866416822233,0.34293687925798244
Norwich,8,10,0.00011104582271989649,7.996843177312527e-05,0.30438583709747924
Geography,44,50,0.0006732211792167369,0.0011349793591084508,0.3952696310312204
Elvis Presley,28,33,0.0003227145115105551,0.0003441001486253871,0.37803112558812885
Acts of Union 1707,10,5,0.00019657620260989724,1.089365715529423e-05,0.37602376023760237
Snow,33,26,0.0004339604678949475,0.0005368759456635479,0.377109847459157
Avalanche,7,13,0.00014262300020484168,4.722734010954646e-05,0.33090448281324253
Thailand,46,32,0.0006496885291353705,0.001162066508663371,0.4132133320146375
Gas,38,20,0.0005082296582193695,0.00044642354049811127,0.3491267652711624
Skiing,14,17,0.00020663762886167307,7.828985487921574e-05,0.3480216576426489
Rocky Mountains,30,40,0.0004088170601278884,0.0011088510756127213,0.3865655070318283
Chile,39,42,0.0005315884604825351,0.000506198258616294,0.37052146151117415
Canal,23,21,0.0003048620400387746,0.0005841233749963294,0.3784420289855073
Electric charge,29,27,0.00041593769663129514,0.00045652069747650643,0.3221776681061073
Electrical resistance,17,12,0.0002607720155528536,4.153346423513533e-05,0.3068448883666275
Superconductivity,9,13,0.00015332517248469008,6.982581121718441e-05,0.3174048469193953
Mercury (element),35,38,0.0004341626980863565,0.0007902100492072455,0.3535883547731889
History of science,15,46,0.0002026347386310056,0.0003047824267358789,0.3210635518327826
Claude Lévi-Strauss,2,6,6.024866441596479e-05,2.8883943630417025e-06,0.2830623306233062
Isle of Man,22,27,0.00033598918092816587,0.0004430565082977742,0.38130875239572876
Channel Islands,15,23,0.00028290662242509587,0.00032112585610153115,0.40130631063298433
Jersey,11,14,0.00018333007570770881,0.0007944147953228974,0.3873898933704219
Antlion,2,5,5.164833865302616e-05,1.3129108636434866e-07,0.2626351521247171
Hip hop music,29,24,0.00035760270133627405,0.0004359782164698738,0.3890492597076078
Spider,15,24,0.0002650246716617917,0.000769942482665606,0.3456034411448424
Drum and bass,6,14,9.912636201247341e-05,0.00021058825458165754,0.3411726277968316
Creation-evolution controversy,6,25,0.00011830850399682726,0.00016397778447427473,0.3748429930019738
Compact Disc,26,13,0.00032052818013111043,0.00030090751190817595,0.3399235212757302
DVD,36,20,0.0004327173384128653,0.00026575247276671164,0.34042206469485864
Sony,21,24,0.00036423209085378194,0.00014330456112061,0.356910985819238
Video,14,15,0.0002599583640375793,0.00011915163816244842,0.3675228712174525
Thorax,8,5,0.00011392050539033434,8.97422113771146e-06,0.28138469827586204
Arthropod,21,14,0.00028685102342081316,0.0001668222011094414,0.31394649834685906
Cambrian,15,19,0.00024246045474494182,9.829479059913818e-05,0.32707061218099265
Johann Wolfgang Goethe,5,13,9.733284436263501e-05,7.483159224129385e-06,0.3151780325890163
Glasgow,24,27,0.00034864511547890825,0.0008929349086924613,0.37649815265387043
Edinburgh,24,33,0.00029100510135383396,0.0007574315272201469,0.3617942500865951
European Goldfinch,1,6,4.6521518314626784e-05,1.1453268273634178e-05,0.24471387571018569
Extinction,45,43,0.0005554532392734197,0.0009011582539626591,0.37531440891124684
Dodo,13,20,0.00020120971693902704,0.0005970806627527187,0.3445204914653253
Extinct birds,1,11,4.445497051702646e-05,0.00024245120590486545,0.2562561334641806
Chester A. Arthur,4,7,8.969156465450453e-05,0.00031744377371430355,0.31897999694609863
Superman,24,35,0.0003502920561354679,0.0009218104242081095,0.39094226630485635
World War I,229,98,0.0026941397428013273,0.010436010875656926,0.45947432090619156
Woodrow Wilson,13,27,0.0001936950368049736,0.00012887586215831612,0.33577111629028367
William Howard Taft,5,13,8.460565759259082e-05,1.721702869879391e-05,0.2882174392935982
Theodore Roosevelt,27,38,0.0003153767245989793,0.0006180127960570754,0.3415072748079124
Grover Cleveland,5,14,9.639321692476972e-05,2.705222185800839e-05,0.3061478713270316
Law,58,52,0.0007932670958125084,0.0011753950099867932,0.3838662256523337
Madama Butterfly,1,4,5.0986139718566296e-05,1.821394410285626e-06,0.27357255107386064
Norway,89,56,0.0011374884804432601,0.0025422291911413176,0.4237322515212982
Tourism,78,53,0.0008891569405555684,0.002161751962016224,0.41199092791637903
1896 Summer Olympics,4,16,9.948150205300681e-05,7.350506268033612e-06,0.3201287257681404
Cairo,27,28,0.0004071388180806633,0.0003201233681429766,0.36552930883639545
Pope,37,28,0.000537207599503109,0.00034784724968728276,0.3759222602123448
List of popes,2,16,4.889205664402814e-05,2.4712634378770118e-06,0.27537569206432905
Peru,58,55,0.0007372229451569126,0.0016347514582164455,0.40523763336566443
Brighton,8,13,0.00012831681014222428,6.230501748042033e-05,0.341842578955981
North Korea,29,25,0.0004878243606509374,0.00025171837620809517,0.40563106796116505
South Korea,30,22,0.0004608752118043012,0.0002951735280958553,0.4007289468636102
Darfur conflict,5,12,0.00010001842667758826,1.4492270234876405e-05,0.3305379746835443
Paul of Tarsus,13,9,0.00021093309525779388,1.5079774706239313e-05,0.33956436931079326
Gautama Buddha,12,12,0.00021932537143884423,8.214984602956627e-05,0.3434725419269977
Christina Aguilera,7,16,0.00012991911923085052,4.7388542233106534e-05,0.3703572378335254
Popular culture,50,32,0.0005776499072505908,0.0004372727847486064,0.3593978494623656
Romanticism,50,47,0.0006597581917750595,0.0011522761422977947,0.36235906331309625
Liberalism,28,41,0.0004418974331411516,0.00032667761608845064,0.3695056159900946
Birth control,14,16,0.00020329989685116163,0.00010218556474223857,0.3529014274854295
Menstrual cycle,3,12,7.20736961181366e-05,1.5955645839303877e-05,0.30702527924750145
Gender,13,17,0.00018853460683893985,7.481408646295234e-05,0.32996367082609385
Race,25,30,0.0003480835518865276,0.0002565242950815484,0.3578586723768737
Mahatma Gandhi,22,28,0.0002962026630074382,0.00034131933509318804,0.35415783673815376
Bob Dylan,29,33,0.00034167985416205836,0.0007158254821373181,0.39456039286051564
The Beatles,46,46,0.0005392865326623293,0.0016190293614904668,0.4102513747054203
I Want to Hold Your Hand,5,14,9.97082441986173e-05,1.632653135456596e-05,0.3174289621638049
Sgt. Pepper's Lonely Hearts Club Band,2,6,5.658338424253464e-05,1.074610325633017e-06,0.29321355884623485
Love,18,22,0.00027363471728124474,0.00025266222385259424,0.34540343915343913
Socialism,44,38,0.0006441775458768925,0.0006383621849077768,0.3941509433962264
Ho Chi Minh City,5,9,0.00012219357559974702,2.5947022845823826e-05,0.3412562280486809
Indonesian language,10,12,0.00016999052767477783,4.665265532842663e-05,0.3505915918435848
Cambodia,22,21,0.0003561816188051511,0.00029295235979862603,0.3983220516731814
Cricket,37,30,0.0005276450280323441,0.0011583244486026174,0.3994645759632852
Bay of Bengal,11,10,0.00017576540218343836,1.354287735290757e-05,0.336826830054821
Myanmar,37,33,0.00045002940555695034,0.0004975907412593098,0.36639480838375865
Taiwan,26,26,0.00038490387906244444,0.00015655335123275008,0.3681057268722467
Ho Chi Minh,3,5,7.953704414130382e-05,6.11922375072778e-07,0.29789661319073085
Laos,12,16,0.00022605344345224418,2.2565101984002743e-05,0.3461761537824178
Chinese language,67,48,0.0008763584255397315,0.002581501220194333,0.4242485783915516
Hanoi,4,9,0.00010005698501251264,1.2440221296764833e-05,0.33132434575733544
